Ligue 1
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2005-2006,28.01.2006,AJ Auxerre       2,-,0     Rennes
2005-2006,29.01.2006,Lille       3,-,1     Metz
2005-2006,01.02.2006,St Etienne       1,-,3     Toulouse
2005-2006,04.02.2006,AC Ajaccio       1,-,0     AJ Auxerre
2005-2006,05.02.2006,Lyon       0,-,0     Bordeaux
2005-2006,08.02.2006,Strasbourg       1,-,1     PSG
2005-2006,11.02.2006,AJ Auxerre       1,-,1     Metz
2005-2006,12.02.2006,Lille       0,-,0     PSG
2005-2006,14.02.2006,Nantes       1,-,1     Troyes
2005-2006,17.02.2006,Lyon       3,-,1     Nantes
2005-2006,18.02.2006,AC Ajaccio       0,-,2     Bordeaux
2005-2006,19.02.2006,Metz       1,-,0     Marsilya
2005-2006,25.02.2006,AJ Auxerre       2,-,0     Toulouse
2005-2006,26.02.2006,Lens       1,-,0     AC Ajaccio
2005-2006,04.03.2006,AC Ajaccio       1,-,3     Lyon
2005-2006,05.03.2006,PSG       0,-,0     Marsilya
2005-2006,07.03.2006,Metz       0,-,0     Nancy
2005-2006,11.03.2006,AJ Auxerre       2,-,0     Nice
2005-2006,12.03.2006,Marsilya       2,-,0     St Etienne
2005-2006,18.03.2006,AC Ajaccio       1,-,0     Monaco
2005-2006,19.03.2006,Lille       0,-,0     Marsilya
2005-2006,25.03.2006,AC Ajaccio       0,-,1     Metz
2005-2006,26.03.2006,Bordeaux       1,-,0     Nice
2005-2006,01.04.2006,Lille       1,-,1     AJ Auxerre
2005-2006,02.04.2006,Le Mans       0,-,0     Nancy
2005-2006,08.04.2006,AC Ajaccio       1,-,0     Toulouse
2005-2006,09.04.2006,AJ Auxerre       0,-,0     Le Mans
2005-2006,14.04.2006,Toulouse       2,-,0     Metz
2005-2006,15.04.2006,Le Mans       0,-,0     Monaco
2005-2006,16.04.2006,Nice       2,-,1     Rennes
2005-2006,23.04.2006,Monaco       2,-,1     Lyon
2005-2006,29.04.2006,Lens       4,-,2     Lille
2005-2006,30.04.2006,AC Ajaccio       0,-,3     Nice
2005-2006,03.05.2006,AJ Auxerre       1,-,2     Marsilya
2005-2006,06.05.2006,Le Mans       0,-,0     Lens
2005-2006,13.05.2006,AC Ajaccio       3,-,1     St Etienne
2006-2007,04.08.2006,Nantes       1,-,3     Lyon
2006-2007,05.08.2006,AJ Auxerre       1,-,1     Valenciennes
2006-2007,06.08.2006,Sedan       0,-,0     Marsilya
2006-2007,12.08.2006,Lorient       0,-,1     Bordeaux
2006-2007,13.08.2006,Lille       4,-,0     Lens
2006-2007,19.08.2006,AJ Auxerre       0,-,3     Marsilya
2006-2007,20.08.2006,Toulouse       1,-,0     Nice
2006-2007,26.08.2006,Nice       1,-,4     Lyon
2006-2007,27.08.2006,Marsilya       2,-,0     Le Mans
2006-2007,09.09.2006,Bordeaux       3,-,2     Nice
2006-2007,10.09.2006,Toulouse       2,-,2     Nancy
2006-2007,16.09.2006,Sedan       1,-,2     Le Mans
2006-2007,17.09.2006,Monaco       1,-,2     PSG
2006-2007,23.09.2006,Lyon       4,-,1     Lille
2006-2007,24.09.2006,Lens       1,-,0     Monaco
2006-2007,30.09.2006,Sochaux       0,-,1     Lyon
2006-2007,01.10.2006,AJ Auxerre       1,-,0     Nantes
2006-2007,14.10.2006,Lyon       2,-,1     St Etienne
2006-2007,15.10.2006,Le Mans       0,-,0     Nancy
2006-2007,21.10.2006,Lille       1,-,0     Lorient
2006-2007,22.10.2006,AJ Auxerre       0,-,0     PSG
2006-2007,28.10.2006,Lens       1,-,0     AJ Auxerre
2006-2007,29.10.2006,Nice       2,-,1     Marsilya
2006-2007,04.11.2006,Rennes       1,-,0     Lyon
2006-2007,05.11.2006,Nancy       2,-,1     Bordeaux
2006-2007,10.11.2006,Lyon       2,-,1     Valenciennes
2006-2007,11.11.2006,Bordeaux       0,-,0     AJ Auxerre
2006-2007,12.11.2006,Troyes       0,-,4     Monaco
2006-2007,18.11.2006,Sochaux       0,-,0     Lille
2006-2007,19.11.2006,AJ Auxerre       1,-,0     Toulouse
2006-2007,25.11.2006,Troyes       1,-,1     Marsilya
2006-2007,26.11.2006,Le Mans       1,-,1     Lens
2006-2007,02.12.2006,Le Mans       0,-,1     Lyon
2006-2007,03.12.2006,Sochaux       1,-,0     Marsilya
2006-2007,09.12.2006,Toulouse       0,-,1     Lens
2006-2007,10.12.2006,Lille       2,-,2     St Etienne
2006-2007,16.12.2006,Nancy       2,-,0     Marsilya
2006-2007,17.12.2006,PSG       0,-,0     Nice
2006-2007,22.12.2006,Marsilya       2,-,1     St Etienne
2006-2007,23.12.2006,Sochaux       2,-,1     Nancy
2006-2007,13.01.2007,PSG       1,-,2     Valenciennes
2006-2007,14.01.2007,St Etienne       0,-,1     Monaco
2006-2007,17.01.2007,PSG       0,-,0     Toulouse
2006-2007,24.01.2007,Marsilya       3,-,1     AJ Auxerre
2006-2007,25.01.2007,Nancy       0,-,2     St Etienne
2006-2007,27.01.2007,Le Mans       2,-,0     Marsilya
2006-2007,28.01.2007,AJ Auxerre       2,-,0     Nancy
2006-2007,03.02.2007,Lille       0,-,0     Nantes
2006-2007,04.02.2007,Troyes       1,-,0     Lyon
2006-2007,10.02.2007,PSG       4,-,2     Monaco
2006-2007,11.02.2007,Lens       3,-,1     Sochaux
2006-2007,16.02.2007,Lille       1,-,2     Lyon
2006-2007,17.02.2007,St Etienne       1,-,3     Rennes
2006-2007,18.02.2007,Monaco       0,-,0     Lens
2006-2007,24.02.2007,Toulouse       3,-,0     Marsilya
2006-2007,25.02.2007,Lens       2,-,2     Nancy
2006-2007,03.03.2007,St Etienne       1,-,3     Lyon
2006-2007,04.03.2007,Sochaux       1,-,2     Nantes
2006-2007,10.03.2007,Toulouse       1,-,1     Monaco
2006-2007,11.03.2007,Lens       1,-,1     Sedan
2006-2007,17.03.2007,Sochaux       4,-,2     Toulouse
2006-2007,18.03.2007,AJ Auxerre       1,-,0     Lens
2006-2007,31.03.2007,Lorient       2,-,1     Marsilya
2006-2007,01.04.2007,Nantes       0,-,1     Sedan
2006-2007,07.04.2007,Valenciennes       0,-,0     Lyon
2006-2007,08.04.2007,Sedan       0,-,2     Toulouse
2006-2007,14.04.2007,Bordeaux       0,-,0     PSG
2006-2007,15.04.2007,Nice       2,-,1     St Etienne
2006-2007,18.04.2007,Bordeaux       3,-,0     Nancy
2006-2007,21.04.2007,PSG       4,-,0     Nantes
2006-2007,22.04.2007,AJ Auxerre       0,-,0     Lyon
2006-2007,28.04.2007,Toulouse       1,-,3     PSG
2006-2007,29.04.2007,Bordeaux       1,-,0     Lens
2006-2007,05.05.2007,PSG       1,-,1     Lyon
2006-2007,06.05.2007,St Etienne       2,-,1     Lille
2006-2007,09.05.2007,Sochaux       2,-,1     Monaco
2006-2007,10.05.2007,Toulouse       0,-,1     Le Mans
2006-2007,19.05.2007,AJ Auxerre       2,-,1     Lille
2006-2007,26.05.2007,Lille       1,-,1     Rennes
2007-2008,04.08.2007,Strasbourg       0,-,0     Marsilya
2007-2008,05.08.2007,Le Mans       1,-,0     Metz
2007-2008,11.08.2007,Toulouse       1,-,0     Lyon
2007-2008,12.08.2007,Metz       1,-,2     Lille
2007-2008,15.08.2007,Valenciennes       2,-,1     Marsilya
2007-2008,16.08.2007,Nancy       2,-,1     Nice
2007-2008,18.08.2007,Sochaux       0,-,3     Monaco
2007-2008,19.08.2007,Lens       0,-,0     Valenciennes
2007-2008,25.08.2007,Caen       1,-,2     Marsilya
2007-2008,26.08.2007,PSG       1,-,1     Lille
2007-2008,28.08.2007,Lorient       1,-,3     Valenciennes
2007-2008,29.08.2007,Marsilya       0,-,2     Nice
2007-2008,01.09.2007,Bordeaux       2,-,1     Monaco
2007-2008,02.09.2007,PSG       1,-,1     Marsilya
2007-2008,15.09.2007,Marsilya       1,-,2     Toulouse
2007-2008,16.09.2007,Monaco       1,-,2     PSG
2007-2008,22.09.2007,AJ Auxerre       2,-,0     Marsilya
2007-2008,23.09.2007,PSG       0,-,2     Bordeaux
2007-2008,29.09.2007,Lyon       3,-,0     Lens
2007-2008,30.09.2007,Caen       2,-,1     Toulouse
2007-2008,05.10.2007,Monaco       1,-,3     Nancy
2007-2008,06.10.2007,St Etienne       1,-,0     Marsilya
2007-2008,07.10.2007,Bordeaux       1,-,3     Lyon
2007-2008,20.10.2007,AJ Auxerre       5,-,3     Lorient
2007-2008,21.10.2007,Nancy       1,-,1     Sochaux
2007-2008,27.10.2007,Metz       0,-,0     Nancy
2007-2008,28.10.2007,Le Mans       1,-,1     Toulouse
2007-2008,03.11.2007,Nancy       1,-,0     Bordeaux
2007-2008,04.11.2007,Caen       3,-,2     Le Mans
2007-2008,10.11.2007,Le Mans       3,-,2     St Etienne
2007-2008,11.11.2007,Bordeaux       3,-,0     Rennes
2007-2008,24.11.2007,Rennes       0,-,2     Lyon
2007-2008,25.11.2007,AJ Auxerre       3,-,0     Le Mans
2007-2008,28.11.2007,Lens       1,-,1     Caen
2007-2008,01.12.2007,Le Mans       2,-,1     Nancy
2007-2008,02.12.2007,Bordeaux       4,-,3     Toulouse
2007-2008,05.12.2007,Toulouse       1,-,1     Nancy
2007-2008,08.12.2007,Marsilya       2,-,0     Monaco
2007-2008,09.12.2007,Nice       1,-,1     Bordeaux
2007-2008,15.12.2007,PSG       1,-,2     Toulouse
2007-2008,16.12.2007,Strasbourg       0,-,0     Nancy
2007-2008,22.12.2007,Nancy       1,-,1     Lyon
2007-2008,23.12.2007,Toulouse       0,-,0     Rennes
2007-2008,12.01.2008,Valenciennes       2,-,0     St Etienne
2007-2008,13.01.2008,PSG       3,-,0     Lens
2007-2008,19.01.2008,Lorient       1,-,0     PSG
2007-2008,20.01.2008,Nice       1,-,0     Nancy
2007-2008,23.01.2008,Valenciennes       1,-,2     Lens
2007-2008,24.01.2008,Bordeaux       1,-,0     St Etienne
2007-2008,26.01.2008,Lille       0,-,0     PSG
2007-2008,27.01.2008,Lorient       1,-,0     Bordeaux
2007-2008,09.02.2008,PSG       0,-,0     Le Mans
2007-2008,10.02.2008,Caen       1,-,4     Lens
2007-2008,16.02.2008,Le Mans       1,-,0     Lyon
2007-2008,17.02.2008,Monaco       0,-,6     Bordeaux
2007-2008,23.02.2008,Caen       1,-,3     St Etienne
2007-2008,24.02.2008,Toulouse       0,-,0     Marsilya
2007-2008,01.03.2008,Lille       0,-,1     Lyon
2007-2008,02.03.2008,St Etienne       0,-,0     Nice
2007-2008,08.03.2008,Rennes       2,-,0     PSG
2007-2008,09.03.2008,Marsilya       2,-,0     St Etienne
2007-2008,11.03.2008,Lens       1,-,2     Lille
2007-2008,15.03.2008,Monaco       0,-,3     Lyon
2007-2008,16.03.2008,Bordeaux       3,-,0     Strasbourg
2007-2008,22.03.2008,Nancy       2,-,1     Metz
2007-2008,23.03.2008,Rennes       3,-,1     Lens
2007-2008,29.03.2008,Bordeaux       2,-,1     Nancy
2007-2008,30.03.2008,Lille       0,-,2     AJ Auxerre
2007-2008,31.03.2008,Monaco       1,-,2     Rennes
2007-2008,02.04.2008,PSG       1,-,0     Strasbourg
2007-2008,05.04.2008,Rennes       0,-,2     Bordeaux
2007-2008,06.04.2008,Nancy       1,-,0     PSG
2007-2008,09.04.2008,St Etienne       2,-,0     Lens
2007-2008,12.04.2008,Lyon       1,-,1     Rennes
2007-2008,13.04.2008,Bordeaux       2,-,1     Caen
2007-2008,19.04.2008,Lens       3,-,2     Sochaux
2007-2008,20.04.2008,Toulouse       0,-,1     Bordeaux
2007-2008,26.04.2008,PSG       3,-,1     AJ Auxerre
2007-2008,27.04.2008,Valenciennes       1,-,1     Nancy
2007-2008,03.05.2008,Nice       0,-,0     Lyon
2007-2008,04.05.2008,St Etienne       0,-,0     Lille
2007-2008,10.05.2008,Monaco       3,-,0     AJ Auxerre
2007-2008,17.05.2008,Lens       2,-,2     Bordeaux
2008-2009,09.08.2008,AJ Auxerre       2,-,1     Nantes
2008-2009,10.08.2008,Lyon       3,-,0     Toulouse
2008-2009,16.08.2008,Caen       3,-,1     Valenciennes
2008-2009,17.08.2008,Grenoble       1,-,0     Rennes
2008-2009,23.08.2008,Le Havre       0,-,1     Marsilya
2008-2009,24.08.2008,AJ Auxerre       0,-,1     Nice
2008-2009,30.08.2008,Caen       0,-,1     PSG
2008-2009,31.08.2008,Lille       2,-,1     Bordeaux
2008-2009,13.09.2008,AJ Auxerre       1,-,1     Nancy
2008-2009,14.09.2008,Caen       2,-,0     St Etienne
2008-2009,20.09.2008,Grenoble       0,-,1     Bordeaux
2008-2009,21.09.2008,Nancy       0,-,0     Rennes
2008-2009,27.09.2008,AJ Auxerre       3,-,0     Le Havre
2008-2009,28.09.2008,Monaco       0,-,2     Lille
2008-2009,04.10.2008,Grenoble       0,-,1     Nantes
2008-2009,05.10.2008,Rennes       3,-,0     Lyon
2008-2009,18.10.2008,Bordeaux       2,-,1     Toulouse
2008-2009,19.10.2008,AJ Auxerre       0,-,0     Rennes
2008-2009,25.10.2008,AJ Auxerre       0,-,0     Lyon
2008-2009,26.10.2008,Nancy       1,-,1     Sochaux
2008-2009,28.10.2008,Bordeaux       4,-,0     Le Havre
2008-2009,29.10.2008,Caen       1,-,1     Nice
2008-2009,01.11.2008,AJ Auxerre       0,-,0     Valenciennes
2008-2009,02.11.2008,Le Havre       2,-,3     Monaco
2008-2009,08.11.2008,Bordeaux       2,-,0     AJ Auxerre
2008-2009,09.11.2008,St Etienne       0,-,3     Rennes
2008-2009,15.11.2008,AJ Auxerre       1,-,0     Sochaux
2008-2009,16.11.2008,Nice       2,-,1     Nantes
2008-2009,22.11.2008,Bordeaux       1,-,1     Rennes
2008-2009,23.11.2008,Monaco       3,-,0     Le Mans
2008-2009,29.11.2008,AJ Auxerre       0,-,1     Monaco
2008-2009,30.11.2008,Nancy       1,-,2     St Etienne
2008-2009,05.12.2008,Bordeaux       2,-,1     Valenciennes
2008-2009,06.12.2008,Caen       1,-,1     Rennes
2008-2009,07.12.2008,Grenoble       0,-,0     AJ Auxerre
2008-2009,10.12.2008,Nice       0,-,0     Grenoble
2008-2009,13.12.2008,AJ Auxerre       1,-,2     PSG
2008-2009,14.12.2008,Le Havre       1,-,3     Lorient
2008-2009,20.12.2008,Grenoble       2,-,1     Le Mans
2008-2009,21.12.2008,Marsilya       0,-,3     Nancy
2008-2009,10.01.2009,AJ Auxerre       0,-,2     Marsilya
2008-2009,11.01.2009,Bordeaux       4,-,0     PSG
2008-2009,17.01.2009,Grenoble       0,-,2     Lyon
2008-2009,18.01.2009,Caen       2,-,2     Monaco
2008-2009,31.01.2009,AJ Auxerre       0,-,0     Lorient
2008-2009,01.02.2009,Bordeaux       2,-,2     Lille
2008-2009,07.02.2009,Le Havre       1,-,0     Rennes
2008-2009,08.02.2009,Grenoble       0,-,0     Valenciennes
2008-2009,14.02.2009,AJ Auxerre       2,-,0     Lille
2008-2009,15.02.2009,Lyon       3,-,1     Le Havre
2008-2009,17.02.2009,Le Mans       0,-,0     Lille
2008-2009,21.02.2009,Grenoble       0,-,0     PSG
2008-2009,22.02.2009,Marsilya       0,-,0     Le Mans
2008-2009,28.02.2009,Le Mans       2,-,0     Le Havre
2008-2009,01.03.2009,Bordeaux       1,-,0     Lorient
2008-2009,07.03.2009,Grenoble       2,-,1     Caen
2008-2009,08.03.2009,Le Havre       2,-,1     Sochaux
2008-2009,14.03.2009,Caen       0,-,1     Lille
2008-2009,15.03.2009,Lyon       0,-,2     AJ Auxerre
2008-2009,21.03.2009,Lille       2,-,1     Grenoble
2008-2009,22.03.2009,Lorient       3,-,1     St Etienne
2008-2009,04.04.2009,Bordeaux       1,-,0     Nancy
2008-2009,05.04.2009,PSG       2,-,1     Nice
2008-2009,11.04.2009,AJ Auxerre       0,-,2     Bordeaux
2008-2009,12.04.2009,Marsilya       4,-,1     Grenoble
2008-2009,18.04.2009,Caen       1,-,2     Nancy
2008-2009,19.04.2009,Lorient       1,-,2     Marsilya
2008-2009,24.04.2009,Lyon       0,-,0     PSG
2008-2009,26.04.2009,AJ Auxerre       2,-,1     Caen
2008-2009,29.04.2009,Rennes       2,-,3     Bordeaux
2008-2009,02.05.2009,Caen       3,-,1     Le Mans
2008-2009,03.05.2009,Nantes       1,-,2     Le Havre
2008-2009,12.05.2009,Lyon       3,-,0     Nantes
2008-2009,13.05.2009,AJ Auxerre       2,-,0     Grenoble
2008-2009,16.05.2009,Bordeaux       3,-,2     Le Mans
2008-2009,17.05.2009,Lille       1,-,1     Nice
2008-2009,23.05.2009,AJ Auxerre       1,-,0     St Etienne
2008-2009,30.05.2009,Caen       0,-,1     Bordeaux
2009-2010,08.08.2009,AJ Auxerre       0,-,1     Sochaux
2009-2010,09.08.2009,Lille       1,-,2     Lorient
2009-2010,15.08.2009,Lens       2,-,0     AJ Auxerre
2009-2010,16.08.2009,Boulogne       2,-,1     Grenoble
2009-2010,22.08.2009,AJ Auxerre       0,-,3     Lyon
2009-2010,23.08.2009,Bordeaux       4,-,0     Nice
2009-2010,29.08.2009,Boulogne       0,-,0     AJ Auxerre
2009-2010,30.08.2009,PSG       3,-,0     Lille
2009-2010,12.09.2009,Le Mans       1,-,2     Marsilya
2009-2010,13.09.2009,AJ Auxerre       2,-,0     Nice
2009-2010,19.09.2009,Boulogne       0,-,2     Bordeaux
2009-2010,20.09.2009,Lens       1,-,1     Lille
2009-2010,26.09.2009,AJ Auxerre       2,-,0     Grenoble
2009-2010,27.09.2009,Le Mans       3,-,0     Lens
2009-2010,03.10.2009,Grenoble       2,-,3     Montpellier
2009-2010,04.10.2009,Boulogne       2,-,3     Lille
2009-2010,17.10.2009,AJ Auxerre       1,-,0     Bordeaux
2009-2010,18.10.2009,Lorient       4,-,1     Nice
2009-2010,24.10.2009,Bordeaux       3,-,0     Le Mans
2009-2010,25.10.2009,AJ Auxerre       3,-,2     Lille
2009-2010,31.10.2009,AJ Auxerre       2,-,1     Montpellier
2009-2010,01.11.2009,Nice       1,-,0     Le Mans
2009-2010,07.11.2009,Le Mans       0,-,1     AJ Auxerre
2009-2010,08.11.2009,Lille       2,-,0     Bordeaux
2009-2010,20.11.2009,Marsilya       1,-,0     PSG
2009-2010,21.11.2009,Bordeaux       0,-,1     Valenciennes
2009-2010,22.11.2009,Nice       1,-,0     Toulouse
2009-2010,28.11.2009,Lille       4,-,0     Valenciennes
2009-2010,29.11.2009,Le Mans       1,-,1     St Etienne
2009-2010,02.12.2009,Boulogne       2,-,5     PSG
2009-2010,05.12.2009,Montpellier       2,-,1     Le Mans
2009-2010,06.12.2009,AJ Auxerre       1,-,3     Nancy
2009-2010,10.12.2009,Lille       4,-,0     St Etienne
2009-2010,12.12.2009,Le Mans       2,-,1     Valenciennes
2009-2010,13.12.2009,Monaco       0,-,4     Lille
2009-2010,15.12.2009,Valenciennes       0,-,0     AJ Auxerre
2009-2010,16.12.2009,Le Mans       1,-,0     Grenoble
2009-2010,19.12.2009,Bordeaux       4,-,1     Lorient
2009-2010,20.12.2009,AJ Auxerre       1,-,1     Toulouse
2009-2010,22.12.2009,Lens       1,-,0     St Etienne
2009-2010,23.12.2009,Le Mans       1,-,1     Monaco
2009-2010,13.01.2010,Monaco       4,-,0     Montpellier
2009-2010,16.01.2010,AJ Auxerre       0,-,0     Boulogne
2009-2010,17.01.2010,Bordeaux       1,-,1     Marsilya
2009-2010,19.01.2010,St Etienne       0,-,0     Rennes
2009-2010,20.01.2010,Nice       0,-,1     AJ Auxerre
2009-2010,30.01.2010,Bordeaux       0,-,0     Boulogne
2009-2010,31.01.2010,AJ Auxerre       1,-,0     St Etienne
2009-2010,06.02.2010,Boulogne       0,-,2     Montpellier
2009-2010,07.02.2010,Toulouse       0,-,0     Lyon
2009-2010,13.02.2010,Lille       3,-,1     Boulogne
2009-2010,14.02.2010,AJ Auxerre       1,-,0     Rennes
2009-2010,20.02.2010,Boulogne       1,-,3     Le Mans
2009-2010,21.02.2010,Sochaux       0,-,4     Lyon
2009-2010,27.02.2010,Monaco       1,-,0     Boulogne
2009-2010,28.02.2010,Lille       1,-,2     AJ Auxerre
2009-2010,06.03.2010,Boulogne       0,-,0     Lyon
2009-2010,07.03.2010,Grenoble       1,-,1     Le Mans
2009-2010,10.03.2010,Bordeaux       1,-,2     AJ Auxerre
2009-2010,13.03.2010,Montpellier       1,-,1     AJ Auxerre
2009-2010,14.03.2010,Lille       1,-,0     Grenoble
2009-2010,20.03.2010,AJ Auxerre       2,-,1     Le Mans
2009-2010,21.03.2010,Bordeaux       3,-,1     Lille
2009-2010,27.03.2010,Lyon       2,-,0     Grenoble
2009-2010,28.03.2010,PSG       3,-,0     Boulogne
2009-2010,29.03.2010,Monaco       0,-,0     AJ Auxerre
2009-2010,03.04.2010,St Etienne       2,-,0     Le Mans
2009-2010,04.04.2010,Marsilya       1,-,0     Lens
2009-2010,07.04.2010,Marsilya       3,-,0     Sochaux
2009-2010,10.04.2010,Lens       3,-,0     Boulogne
2009-2010,11.04.2010,Nancy       0,-,1     AJ Auxerre
2009-2010,14.04.2010,Le Mans       2,-,1     Bordeaux
2009-2010,17.04.2010,Valenciennes       0,-,1     Le Mans
2009-2010,18.04.2010,Lille       4,-,0     Monaco
2009-2010,24.04.2010,Lorient       1,-,0     Bordeaux
2009-2010,25.04.2010,Toulouse       0,-,3     AJ Auxerre
2009-2010,27.04.2010,Monaco       1,-,1     Le Mans
2009-2010,28.04.2010,Valenciennes       2,-,0     Bordeaux
2009-2010,30.04.2010,AJ Auxerre       0,-,0     Marsilya
2009-2010,02.05.2010,St Etienne       1,-,4     Lens
2009-2010,05.05.2010,Lyon       2,-,1     AJ Auxerre
2009-2010,08.05.2010,Grenoble       2,-,0     Boulogne
2009-2010,12.05.2010,Lyon       3,-,0     Monaco
2009-2010,15.05.2010,Sochaux       1,-,2     AJ Auxerre
2010-2011,07.08.2010,AJ Auxerre       2,-,2     Lorient
2010-2011,08.08.2010,Montpellier       1,-,0     Bordeaux
2010-2011,14.08.2010,Brest       1,-,1     AJ Auxerre
2010-2011,15.08.2010,Bordeaux       1,-,2     Toulouse
2010-2011,17.08.2010,Monaco       0,-,0     Montpellier
2010-2011,21.08.2010,Lens       2,-,2     Monaco
2010-2011,22.08.2010,Montpellier       0,-,0     Caen
2010-2011,28.08.2010,Arles       0,-,1     Rennes
2010-2011,29.08.2010,Lille       1,-,1     Nice
2010-2011,11.09.2010,AJ Auxerre       1,-,1     Caen
2010-2011,12.09.2010,Brest       0,-,0     Lorient
2010-2011,18.09.2010,Lorient       0,-,1     Caen
2010-2011,19.09.2010,Lille       1,-,0     AJ Auxerre
2010-2011,25.09.2010,AJ Auxerre       2,-,2     Nancy
2010-2011,26.09.2010,Brest       1,-,0     Valenciennes
2010-2011,02.10.2010,Arles       0,-,4     AJ Auxerre
2010-2011,03.10.2010,Lille       3,-,1     Montpellier
2010-2011,16.10.2010,AJ Auxerre       0,-,1     Bordeaux
2010-2011,17.10.2010,Lens       0,-,0     Rennes
2010-2011,23.10.2010,Bordeaux       0,-,2     Brest
2010-2011,24.10.2010,Arles       1,-,1     Lyon
2010-2011,30.10.2010,AJ Auxerre       2,-,0     Nice
2010-2011,31.10.2010,Valenciennes       1,-,1     Lille
2010-2011,02.11.2010,Monaco       2,-,2     Bordeaux
2010-2011,06.11.2010,Arles       3,-,2     Caen
2010-2011,07.11.2010,Lens       2,-,0     Montpellier
2010-2011,13.11.2010,Bordeaux       2,-,1     Nancy
2010-2011,14.11.2010,AJ Auxerre       2,-,1     Rennes
2010-2011,20.11.2010,Nancy       2,-,0     Valenciennes
2010-2011,21.11.2010,Arles       2,-,4     Bordeaux
2010-2011,27.11.2010,Lorient       2,-,0     Rennes
2010-2011,28.11.2010,AJ Auxerre       1,-,2     Toulouse
2010-2011,30.11.2010,Brest       4,-,1     Lens
2010-2011,01.12.2010,Marsilya       0,-,0     Rennes
2010-2011,04.12.2010,Arles       1,-,1     Nancy
2010-2011,05.12.2010,Lille       6,-,3     Lorient
2010-2011,11.12.2010,Arles       0,-,1     Lille
2010-2011,12.12.2010,Lyon       2,-,0     Toulouse
2010-2011,18.12.2010,Montpellier       1,-,1     AJ Auxerre
2010-2011,19.12.2010,Sochaux       1,-,1     Bordeaux
2010-2011,21.12.2010,Lorient       0,-,0     Montpellier
2010-2011,22.12.2010,Arles       0,-,0     Nice
2010-2011,15.01.2011,AJ Auxerre       1,-,1     Monaco
2010-2011,16.01.2011,Marsilya       2,-,1     Bordeaux
2010-2011,19.01.2011,Lille       3,-,0     Nancy
2010-2011,22.01.2011,Lens       2,-,0     Caen
2010-2011,29.01.2011,Arles       1,-,2     PSG
2010-2011,30.01.2011,Bordeaux       2,-,0     Nice
2010-2011,05.02.2011,Brest       2,-,1     Nancy
2010-2011,06.02.2011,AJ Auxerre       1,-,1     Lille
2010-2011,12.02.2011,Arles       0,-,0     Montpellier
2010-2011,13.02.2011,Rennes       2,-,0     Nice
2010-2011,18.02.2011,Lyon       4,-,0     Nancy
2010-2011,19.02.2011,AJ Auxerre       1,-,1     Arles
2010-2011,20.02.2011,Montpellier       1,-,0     Lille
2010-2011,26.02.2011,Arles       1,-,1     Brest
2010-2011,27.02.2011,Nancy       1,-,2     Marsilya
2010-2011,05.03.2011,Caen       1,-,0     St Etienne
2010-2011,06.03.2011,Brest       1,-,3     Bordeaux
2010-2011,11.03.2011,Rennes       0,-,2     Marsilya
2010-2011,12.03.2011,Arles       3,-,3     Lorient
2010-2011,13.03.2011,Bordeaux       0,-,1     Monaco
2010-2011,19.03.2011,AJ Auxerre       2,-,0     Sochaux
2010-2011,20.03.2011,Caen       2,-,0     Arles
2010-2011,02.04.2011,Arles       0,-,2     Monaco
2010-2011,03.04.2011,Nice       2,-,2     Lyon
2010-2011,09.04.2011,AJ Auxerre       2,-,2     St Etienne
2010-2011,10.04.2011,Marsilya       2,-,2     Toulouse
2010-2011,16.04.2011,Lens       1,-,1     Brest
2010-2011,17.04.2011,Arles       0,-,1     Valenciennes
2010-2011,24.04.2011,AJ Auxerre       1,-,1     Lens
2010-2011,27.04.2011,Lyon       3,-,2     Montpellier
2010-2011,30.04.2011,Lens       2,-,3     Lorient
2010-2011,01.05.2011,Marsilya       1,-,1     AJ Auxerre
2010-2011,07.05.2011,Arles       0,-,1     St Etienne
2010-2011,08.05.2011,Valenciennes       2,-,0     Rennes
2010-2011,10.05.2011,PSG       2,-,2     Nancy
2010-2011,11.05.2011,AJ Auxerre       4,-,0     Lyon
2010-2011,15.05.2011,Arles       1,-,0     Toulouse
2010-2011,16.05.2011,Brest       1,-,1     Lyon
2010-2011,18.05.2011,Bordeaux       1,-,0     PSG
2010-2011,21.05.2011,AJ Auxerre       0,-,1     Brest
2010-2011,29.05.2011,Arles       1,-,3     Sochaux
2011-2012,06.08.2011,AC Ajaccio       0,-,2     Toulouse
2011-2012,07.08.2011,Dijon       1,-,5     Rennes
2011-2012,13.08.2011,Lorient       1,-,1     Bordeaux
2011-2012,14.08.2011,AJ Auxerre       2,-,2     Marsilya
2011-2012,20.08.2011,Bordeaux       1,-,1     AJ Auxerre
2011-2012,21.08.2011,Montpellier       4,-,0     Rennes
2011-2012,27.08.2011,AJ Auxerre       4,-,1     AC Ajaccio
2011-2012,28.08.2011,Rennes       3,-,2     Caen
2011-2012,10.09.2011,AC Ajaccio       3,-,1     Valenciennes
2011-2012,11.09.2011,Montpellier       1,-,0     Nice
2011-2012,17.09.2011,AJ Auxerre       1,-,1     Caen
2011-2012,18.09.2011,Evian TG       2,-,2     PSG
2011-2012,20.09.2011,Bordeaux       1,-,1     Lille
2011-2012,21.09.2011,AC Ajaccio       1,-,3     Montpellier
2011-2012,24.09.2011,Evian TG       2,-,4     Caen
