LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Süper Lig,2023-2024,25.02.2024,F. Karagümrük,1-1,Alanyaspor
Süper Lig,2023-2024,25.02.2024,Trabzonspor,1-0,Adana Demirspor
Süper Lig,2023-2024,25.02.2024,İstanbulspor,0-2,Beşiktaş
Süper Lig,2023-2024,26.02.2024,Galatasaray,2-1,Antalyaspor
Süper Lig,2023-2024,01.03.2024,Kasımpaşa,0-0,Sivasspor
Süper Lig,2023-2024,02.03.2024,Ankaragücü,1-1,İstanbulspor
Süper Lig,2023-2024,02.03.2024,Ç. Rizespor,3-0,Kayserispor
Süper Lig,2023-2024,02.03.2024,Hatayspor,0-2,Fenerbahçe
Süper Lig,2023-2024,03.03.2024,Başakşehir,1-0,Samsunspor
Süper Lig,2023-2024,03.03.2024,Pendikspor,0-2,Konyaspor
Süper Lig,2023-2024,03.03.2024,Beşiktaş,0-1,Galatasaray
Süper Lig,2023-2024,04.03.2024,Adana Demirspor,1-0,F. Karagümrük
Süper Lig,2023-2024,04.03.2024,Antalyaspor,1-0,Gaziantep FK
Süper Lig,2023-2024,04.03.2024,Alanyaspor,3-1,Trabzonspor
Süper Lig,2023-2024,08.03.2024,Galatasaray,6-2,Ç. Rizespor
Süper Lig,2023-2024,09.03.2024,Sivasspor,1-2,Alanyaspor
Süper Lig,2023-2024,09.03.2024,Konyaspor,2-2,Adana Demirspor
Süper Lig,2023-2024,09.03.2024,Trabzonspor,5-1,F. Karagümrük
Süper Lig,2023-2024,09.03.2024,Başakşehir,1-0,Antalyaspor
Süper Lig,2023-2024,10.03.2024,Kayserispor,1-1,Hatayspor
Süper Lig,2023-2024,10.03.2024,İstanbulspor,1-2,Kasımpaşa
Süper Lig,2023-2024,10.03.2024,Samsunspor,2-1,Ankaragücü
Süper Lig,2023-2024,10.03.2024,Fenerbahçe,4-1,Pendikspor
Süper Lig,2023-2024,11.03.2024,Gaziantep FK,2-0,Beşiktaş
Süper Lig,2023-2024,15.03.2024,Pendikspor,1-0,İstanbulspor
Süper Lig,2023-2024,15.03.2024,F. Karagümrük,1-1,Konyaspor
Süper Lig,2023-2024,16.03.2024,Alanyaspor,1-0,Kayserispor
Süper Lig,2023-2024,16.03.2024,Ankaragücü,2-1,Başakşehir
Süper Lig,2023-2024,16.03.2024,Beşiktaş,1-2,Antalyaspor
Süper Lig,2023-2024,16.03.2024,Adana Demirspor,4-1,Sivasspor
Süper Lig,2023-2024,17.03.2024,Ç. Rizespor,3-1,Gaziantep FK
Süper Lig,2023-2024,17.03.2024,Kasımpaşa,3-4,Galatasaray
Süper Lig,2023-2024,17.03.2024,Hatayspor,3-0,Samsunspor
Süper Lig,2023-2024,17.03.2024,Trabzonspor,2-3,Fenerbahçe
Süper Lig,2023-2024,02.04.2024,İstanbulspor,0-4,Ç. Rizespor
Süper Lig,2023-2024,02.04.2024,Galatasaray,1-0,Hatayspor
Süper Lig,2023-2024,02.04.2024,Gaziantep FK,0-3,Alanyaspor
Süper Lig,2023-2024,02.04.2024,Antalyaspor,1-1,Ankaragücü
Süper Lig,2023-2024,03.04.2024,Sivasspor,1-0,F. Karagümrük
Süper Lig,2023-2024,03.04.2024,Kayserispor,0-2,Kasımpaşa
Süper Lig,2023-2024,03.04.2024,Fenerbahçe,4-2,Adana Demirspor
Süper Lig,2023-2024,03.04.2024,Konyaspor,1-3,Trabzonspor
Süper Lig,2023-2024,04.04.2024,Samsunspor,0-0,Pendikspor
Süper Lig,2023-2024,04.04.2024,Başakşehir,1-1,Beşiktaş
Süper Lig,2023-2024,12.04.2024,Trabzonspor,0-1,Sivasspor
Süper Lig,2023-2024,13.04.2024,Kasımpaşa,0-2,Konyaspor
Süper Lig,2023-2024,13.04.2024,Ankaragücü,3-1,Gaziantep FK
Süper Lig,2023-2024,13.04.2024,Adana Demirspor,0-0,Kayserispor
Süper Lig,2023-2024,13.04.2024,Beşiktaş,1-1,Samsunspor
Süper Lig,2023-2024,14.04.2024,Pendikspor,2-3,Başakşehir
Süper Lig,2023-2024,14.04.2024,Hatayspor,0-3,İstanbulspor
Süper Lig,2023-2024,14.04.2024,Ç. Rizespor,3-0,Antalyaspor
Süper Lig,2023-2024,14.04.2024,F. Karagümrük,1-2,Fenerbahçe
Süper Lig,2023-2024,15.04.2024,Alanyaspor,0-4,Galatasaray
Süper Lig,2023-2024,19.04.2024,Beşiktaş,2-0,Ankaragücü
Süper Lig,2023-2024,20.04.2024,İstanbulspor,1-2,F. Karagümrük
Süper Lig,2023-2024,20.04.2024,Konyaspor,0-2,Alanyaspor
Süper Lig,2023-2024,20.04.2024,Samsunspor,1-1,Adana Demirspor
Süper Lig,2023-2024,20.04.2024,Kayserispor,1-2,Trabzonspor
Süper Lig,2023-2024,21.04.2024,Başakşehir,2-0,Ç. Rizespor
Süper Lig,2023-2024,21.04.2024,Antalyaspor,2-1,Hatayspor
Süper Lig,2023-2024,21.04.2024,Galatasaray,4-1,Pendikspor
Süper Lig,2023-2024,21.04.2024,Gaziantep FK,2-0,Kasımpaşa
Süper Lig,2023-2024,22.04.2024,Sivasspor,2-2,Fenerbahçe
Süper Lig,2023-2024,26.04.2024,Adana Demirspor,0-3,Galatasaray
Süper Lig,2023-2024,27.04.2024,Kasımpaşa,1-0,Samsunspor
Süper Lig,2023-2024,27.04.2024,Sivasspor,1-0,Konyaspor
Süper Lig,2023-2024,27.04.2024,Hatayspor,1-2,Başakşehir
Süper Lig,2023-2024,27.04.2024,Fenerbahçe,2-1,Beşiktaş
Süper Lig,2023-2024,28.04.2024,Pendikspor,1-2,Kayserispor
Süper Lig,2023-2024,28.04.2024,Alanyaspor,6-0,İstanbulspor
Süper Lig,2023-2024,28.04.2024,Trabzonspor,4-2,Gaziantep FK
Süper Lig,2023-2024,28.04.2024,Ç. Rizespor,2-2,Ankaragücü
Süper Lig,2023-2024,29.04.2024,F. Karagümrük,4-1,Antalyaspor
Süper Lig,2023-2024,03.05.2024,Ankaragücü,1-1,Alanyaspor
Süper Lig,2023-2024,03.05.2024,Beşiktaş,3-2,Ç. Rizespor
Süper Lig,2023-2024,04.05.2024,İstanbulspor,0-1,Adana Demirspor
Süper Lig,2023-2024,04.05.2024,Kayserispor,2-2,F. Karagümrük
Süper Lig,2023-2024,04.05.2024,Samsunspor,3-1,Trabzonspor
Süper Lig,2023-2024,05.05.2024,Başakşehir,4-1,Kasımpaşa
Süper Lig,2023-2024,05.05.2024,Gaziantep FK,1-1,Hatayspor
Süper Lig,2023-2024,05.05.2024,Galatasaray,6-1,Sivasspor
Süper Lig,2023-2024,06.05.2024,Antalyaspor,1-2,Pendikspor
Süper Lig,2023-2024,06.05.2024,Konyaspor,0-0,Fenerbahçe
Süper Lig,2023-2024,12.05.2024,Fenerbahçe,3-0,Kayserispor
Süper Lig,2023-2024,12.05.2024,Trabzonspor,3-0,İstanbulspor
Süper Lig,2023-2024,12.05.2024,F. Karagümrük,2-3,Galatasaray
Süper Lig,2023-2024,12.05.2024,Konyaspor,3-0,Samsunspor
Süper Lig,2023-2024,12.05.2024,Adana Demirspor,1-6,Gaziantep FK
Süper Lig,2023-2024,12.05.2024,Sivasspor,0-1,Başakşehir
Süper Lig,2023-2024,12.05.2024,Kasımpaşa,3-1,Antalyaspor
Süper Lig,2023-2024,12.05.2024,Alanyaspor,1-1,Beşiktaş
Süper Lig,2023-2024,12.05.2024,Hatayspor,2-1,Ankaragücü
Süper Lig,2023-2024,12.05.2024,Pendikspor,2-1,Ç. Rizespor
Süper Lig,2023-2024,17.05.2024,İstanbulspor,1-3,Sivasspor
Süper Lig,2023-2024,17.05.2024,Antalyaspor,2-1,Adana Demirspor
Süper Lig,2023-2024,18.05.2024,Beşiktaş,2-2,Hatayspor
Süper Lig,2023-2024,18.05.2024,Ankaragücü,0-0,Pendikspor
Süper Lig,2023-2024,18.05.2024,Ç. Rizespor,0-0,Kasımpaşa
Süper Lig,2023-2024,18.05.2024,Samsunspor,1-1,Alanyaspor
Süper Lig,2023-2024,18.05.2024,Gaziantep FK,3-1,F. Karagümrük
Süper Lig,2023-2024,18.05.2024,Başakşehir,0-1,Trabzonspor
Süper Lig,2023-2024,18.05.2024,Kayserispor,2-2,Konyaspor
Süper Lig,2023-2024,19.05.2024,Galatasaray,0-1,Fenerbahçe
Süper Lig,2023-2024,24.05.2024,Alanyaspor,1-1,Antalyaspor
Süper Lig,2023-2024,25.05.2024,F. Karagümrük,3-1,Samsunspor
Süper Lig,2023-2024,25.05.2024,Sivasspor,2-1,Kayserispor
Süper Lig,2023-2024,26.05.2024,Fenerbahçe,6-0,İstanbulspor
Süper Lig,2023-2024,26.05.2024,Konyaspor,1-3,Galatasaray
Süper Lig,2023-2024,26.05.2024,Pendikspor,0-1,Gaziantep FK
Süper Lig,2023-2024,26.05.2024,Adana Demirspor,2-6,Başakşehir
Süper Lig,2023-2024,26.05.2024,Kasımpaşa,2-1,Beşiktaş
Süper Lig,2023-2024,26.05.2024,Trabzonspor,4-2,Ankaragücü
Süper Lig,2023-2024,26.05.2024,Hatayspor,2-0,Ç. Rizespor
La Liga,2022-2023,12.08.2022,Osasuna,2-1,Sevilla
La Liga,2022-2023,13.08.2022,Celta Vigo,2-2,Espanyol
La Liga,2022-2023,13.08.2022,R. Valladolid,0-3,Villarreal
La Liga,2022-2023,13.08.2022,Barcelona,0-0,Rayo Vallecano
La Liga,2022-2023,14.08.2022,Cadiz,0-1,R. Sociedad
La Liga,2022-2023,14.08.2022,Valencia,1-0,Girona
La Liga,2022-2023,14.08.2022,Almeria,1-2,Real Madrid
La Liga,2022-2023,15.08.2022,Ath. Bilbao,0-0,Mallorca
La Liga,2022-2023,15.08.2022,Getafe,0-3,Atl. Madrid
La Liga,2022-2023,15.08.2022,Real Betis,3-0,Elche
La Liga,2022-2023,19.08.2022,Espanyol,0-2,Rayo Vallecano
La Liga,2022-2023,19.08.2022,Sevilla,1-1,R. Valladolid
La Liga,2022-2023,20.08.2022,Osasuna,2-0,Cadiz
La Liga,2022-2023,20.08.2022,Mallorca,1-2,Real Betis
La Liga,2022-2023,20.08.2022,Celta Vigo,1-4,Real Madrid
La Liga,2022-2023,21.08.2022,Ath. Bilbao,1-0,Valencia
La Liga,2022-2023,21.08.2022,Atl. Madrid,0-2,Villarreal
La Liga,2022-2023,21.08.2022,R. Sociedad,1-4,Barcelona
La Liga,2022-2023,22.08.2022,Elche,1-1,Almeria
La Liga,2022-2023,22.08.2022,Girona,3-1,Getafe
La Liga,2022-2023,26.08.2022,Girona,0-1,Celta Vigo
La Liga,2022-2023,26.08.2022,Real Betis,1-0,Osasuna
La Liga,2022-2023,27.08.2022,Elche,0-1,R. Sociedad
La Liga,2022-2023,27.08.2022,Rayo Vallecano,0-2,Mallorca
