LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Bundesliga,2015-2016,30.01.2016,B. Leverkusen,3-0,Hannover 96
Bundesliga,2015-2016,30.01.2016,Augsburg,0-0,E. Frankfurt
Bundesliga,2015-2016,30.01.2016,Werder Bremen,3-3,Hertha Berlin
Bundesliga,2015-2016,30.01.2016,Darmstadt 98,0-2,Schalke 04
Bundesliga,2015-2016,30.01.2016,Stuttgart,2-1,Hamburg
Bundesliga,2015-2016,31.01.2016,Wolfsburg,1-1,Köln
Bundesliga,2015-2016,31.01.2016,Bayern Münih,2-0,Hoffenheim
Bundesliga,2015-2016,05.02.2016,M'gladbach,5-1,Werder Bremen
Bundesliga,2015-2016,06.02.2016,Schalke 04,3-0,Wolfsburg
Bundesliga,2015-2016,06.02.2016,E. Frankfurt,2-4,Stuttgart
Bundesliga,2015-2016,06.02.2016,Hannover 96,0-1,Mainz
Bundesliga,2015-2016,06.02.2016,Hertha Berlin,0-0,B. Dortmund
Bundesliga,2015-2016,06.02.2016,Ingolstadt,2-1,Augsburg
Bundesliga,2015-2016,06.02.2016,B. Leverkusen,0-0,Bayern Münih
Bundesliga,2015-2016,07.02.2016,Hamburg,1-1,Köln
Bundesliga,2015-2016,07.02.2016,Hoffenheim,0-2,Darmstadt 98
Bundesliga,2015-2016,12.02.2016,Mainz,2-1,Schalke 04
Bundesliga,2015-2016,13.02.2016,B. Dortmund,1-0,Hannover 96
Bundesliga,2015-2016,13.02.2016,Wolfsburg,2-0,Ingolstadt
Bundesliga,2015-2016,13.02.2016,Stuttgart,2-0,Hertha Berlin
Bundesliga,2015-2016,13.02.2016,Werder Bremen,1-1,Hoffenheim
Bundesliga,2015-2016,13.02.2016,Darmstadt 98,1-2,B. Leverkusen
Bundesliga,2015-2016,13.02.2016,Köln,3-1,E. Frankfurt
Bundesliga,2015-2016,14.02.2016,Hamburg,3-2,M'gladbach
Bundesliga,2015-2016,14.02.2016,Augsburg,1-3,Bayern Münih
Bundesliga,2015-2016,19.02.2016,E. Frankfurt,0-0,Hamburg
Bundesliga,2015-2016,20.02.2016,Bayern Münih,3-1,Darmstadt 98
Bundesliga,2015-2016,20.02.2016,M'gladbach,1-0,Köln
Bundesliga,2015-2016,20.02.2016,Hertha Berlin,1-1,Wolfsburg
Bundesliga,2015-2016,20.02.2016,Hoffenheim,3-2,Mainz
Bundesliga,2015-2016,20.02.2016,Ingolstadt,2-0,Werder Bremen
Bundesliga,2015-2016,21.02.2016,B. Leverkusen,0-1,B. Dortmund
Bundesliga,2015-2016,21.02.2016,Schalke 04,1-1,Stuttgart
Bundesliga,2015-2016,21.02.2016,Hannover 96,0-1,Augsburg
Bundesliga,2015-2016,26.02.2016,Köln,0-1,Hertha Berlin
Bundesliga,2015-2016,27.02.2016,Wolfsburg,0-2,Bayern Münih
Bundesliga,2015-2016,27.02.2016,Hamburg,1-1,Ingolstadt
Bundesliga,2015-2016,27.02.2016,Stuttgart,1-2,Hannover 96
Bundesliga,2015-2016,27.02.2016,Werder Bremen,2-2,Darmstadt 98
Bundesliga,2015-2016,28.02.2016,Augsburg,2-2,M'gladbach
Bundesliga,2015-2016,28.02.2016,B. Dortmund,3-1,Hoffenheim
Bundesliga,2015-2016,28.02.2016,Mainz,3-1,B. Leverkusen
Bundesliga,2015-2016,28.02.2016,E. Frankfurt,0-0,Schalke 04
Bundesliga,2015-2016,01.03.2016,Hannover 96,0-4,Wolfsburg
Bundesliga,2015-2016,01.03.2016,Ingolstadt,1-1,Köln
Bundesliga,2015-2016,02.03.2016,Bayern Münih,1-2,Mainz
Bundesliga,2015-2016,02.03.2016,Schalke 04,3-2,Hamburg
Bundesliga,2015-2016,02.03.2016,B. Leverkusen,1-4,Werder Bremen
Bundesliga,2015-2016,02.03.2016,M'gladbach,4-0,Stuttgart
Bundesliga,2015-2016,02.03.2016,Hertha Berlin,2-0,E. Frankfurt
Bundesliga,2015-2016,02.03.2016,Hoffenheim,2-1,Augsburg
Bundesliga,2015-2016,02.03.2016,Darmstadt 98,0-2,B. Dortmund
Bundesliga,2015-2016,05.03.2016,Wolfsburg,2-1,M'gladbach
Bundesliga,2015-2016,05.03.2016,Stuttgart,5-1,Hoffenheim
Bundesliga,2015-2016,05.03.2016,Augsburg,3-3,B. Leverkusen
Bundesliga,2015-2016,05.03.2016,Werder Bremen,4-1,Hannover 96
Bundesliga,2015-2016,05.03.2016,E. Frankfurt,1-1,Ingolstadt
Bundesliga,2015-2016,05.03.2016,Köln,1-3,Schalke 04
Bundesliga,2015-2016,05.03.2016,B. Dortmund,0-0,Bayern Münih
Bundesliga,2015-2016,06.03.2016,Mainz,0-0,Darmstadt 98
Bundesliga,2015-2016,06.03.2016,Hamburg,2-0,Hertha Berlin
Bundesliga,2015-2016,11.03.2016,Hertha Berlin,2-0,Schalke 04
Bundesliga,2015-2016,12.03.2016,M'gladbach,3-0,E. Frankfurt
Bundesliga,2015-2016,12.03.2016,Hannover 96,0-2,Köln
Bundesliga,2015-2016,12.03.2016,Hoffenheim,1-0,Wolfsburg
Bundesliga,2015-2016,12.03.2016,Ingolstadt,3-3,Stuttgart
Bundesliga,2015-2016,12.03.2016,Darmstadt 98,2-2,Augsburg
Bundesliga,2015-2016,12.03.2016,Bayern Münih,5-0,Werder Bremen
Bundesliga,2015-2016,13.03.2016,B. Leverkusen,1-0,Hamburg
Bundesliga,2015-2016,13.03.2016,B. Dortmund,2-0,Mainz
Bundesliga,2015-2016,18.03.2016,Schalke 04,2-1,M'gladbach
Bundesliga,2015-2016,19.03.2016,Wolfsburg,1-1,Darmstadt 98
Bundesliga,2015-2016,19.03.2016,Hamburg,1-3,Hoffenheim
Bundesliga,2015-2016,19.03.2016,Werder Bremen,1-1,Mainz
Bundesliga,2015-2016,19.03.2016,Köln,0-1,Bayern Münih
Bundesliga,2015-2016,19.03.2016,Hertha Berlin,2-1,Ingolstadt
Bundesliga,2015-2016,19.03.2016,E. Frankfurt,1-0,Hannover 96
Bundesliga,2015-2016,20.03.2016,Stuttgart,0-2,B. Leverkusen
Bundesliga,2015-2016,20.03.2016,Augsburg,1-3,B. Dortmund
Bundesliga,2015-2016,01.04.2016,B. Leverkusen,3-0,Wolfsburg
Bundesliga,2015-2016,02.04.2016,Bayern Münih,1-0,E. Frankfurt
Bundesliga,2015-2016,02.04.2016,Hannover 96,0-3,Hamburg
Bundesliga,2015-2016,02.04.2016,Mainz,4-2,Augsburg
Bundesliga,2015-2016,02.04.2016,Ingolstadt,3-0,Schalke 04
Bundesliga,2015-2016,02.04.2016,Darmstadt 98,2-2,Stuttgart
Bundesliga,2015-2016,02.04.2016,B. Dortmund,3-2,Werder Bremen
Bundesliga,2015-2016,03.04.2016,M'gladbach,5-0,Hertha Berlin
Bundesliga,2015-2016,03.04.2016,Hoffenheim,1-1,Köln
Bundesliga,2015-2016,08.04.2016,Hertha Berlin,2-2,Hannover 96
Bundesliga,2015-2016,09.04.2016,Hamburg,1-2,Darmstadt 98
Bundesliga,2015-2016,09.04.2016,Stuttgart,1-3,Bayern Münih
Bundesliga,2015-2016,09.04.2016,Werder Bremen,1-2,Augsburg
Bundesliga,2015-2016,09.04.2016,E. Frankfurt,0-2,Hoffenheim
Bundesliga,2015-2016,09.04.2016,Ingolstadt,1-0,M'gladbach
Bundesliga,2015-2016,09.04.2016,Wolfsburg,1-1,Mainz
Bundesliga,2015-2016,10.04.2016,Schalke 04,2-2,B. Dortmund
Bundesliga,2015-2016,10.04.2016,Köln,0-2,B. Leverkusen
Bundesliga,2015-2016,15.04.2016,Hannover 96,2-0,M'gladbach
Bundesliga,2015-2016,16.04.2016,B. Leverkusen,3-0,E. Frankfurt
Bundesliga,2015-2016,16.04.2016,Augsburg,1-0,Stuttgart
Bundesliga,2015-2016,16.04.2016,Werder Bremen,3-2,Wolfsburg
Bundesliga,2015-2016,16.04.2016,Hoffenheim,2-1,Hertha Berlin
Bundesliga,2015-2016,16.04.2016,Darmstadt 98,2-0,Ingolstadt
Bundesliga,2015-2016,16.04.2016,Bayern Münih,3-0,Schalke 04
Bundesliga,2015-2016,17.04.2016,B. Dortmund,3-0,Hamburg
Bundesliga,2015-2016,17.04.2016,Mainz,2-3,Köln
Bundesliga,2015-2016,22.04.2016,Hamburg,2-1,Werder Bremen
Bundesliga,2015-2016,23.04.2016,Wolfsburg,0-2,Augsburg
Bundesliga,2015-2016,23.04.2016,Stuttgart,0-3,B. Dortmund
Bundesliga,2015-2016,23.04.2016,Köln,4-1,Darmstadt 98
Bundesliga,2015-2016,23.04.2016,Hertha Berlin,0-2,Bayern Münih
Bundesliga,2015-2016,23.04.2016,Ingolstadt,2-2,Hannover 96
Bundesliga,2015-2016,23.04.2016,Schalke 04,2-3,B. Leverkusen
Bundesliga,2015-2016,24.04.2016,M'gladbach,3-1,Hoffenheim
Bundesliga,2015-2016,24.04.2016,E. Frankfurt,2-1,Mainz
Bundesliga,2015-2016,29.04.2016,Augsburg,0-0,Köln
Bundesliga,2015-2016,30.04.2016,Bayern Münih,1-1,M'gladbach
Bundesliga,2015-2016,30.04.2016,B. Dortmund,5-1,Wolfsburg
Bundesliga,2015-2016,30.04.2016,Hannover 96,1-3,Schalke 04
Bundesliga,2015-2016,30.04.2016,Hoffenheim,2-1,Ingolstadt
Bundesliga,2015-2016,30.04.2016,Mainz,0-0,Hamburg
Bundesliga,2015-2016,30.04.2016,Darmstadt 98,1-2,E. Frankfurt
Bundesliga,2015-2016,30.04.2016,B. Leverkusen,2-1,Hertha Berlin
Bundesliga,2015-2016,02.05.2016,Werder Bremen,6-2,Stuttgart
Bundesliga,2015-2016,07.05.2016,Schalke 04,1-1,Augsburg
Bundesliga,2015-2016,07.05.2016,M'gladbach,2-1,B. Leverkusen
Bundesliga,2015-2016,07.05.2016,Hamburg,0-1,Wolfsburg
Bundesliga,2015-2016,07.05.2016,Stuttgart,1-3,Mainz
Bundesliga,2015-2016,07.05.2016,E. Frankfurt,1-0,B. Dortmund
Bundesliga,2015-2016,07.05.2016,Köln,0-0,Werder Bremen
Bundesliga,2015-2016,07.05.2016,Hannover 96,1-0,Hoffenheim
Bundesliga,2015-2016,07.05.2016,Hertha Berlin,1-2,Darmstadt 98
Bundesliga,2015-2016,07.05.2016,Ingolstadt,1-2,Bayern Münih
Bundesliga,2015-2016,14.05.2016,Bayern Münih,3-1,Hannover 96
Bundesliga,2015-2016,14.05.2016,B. Dortmund,2-2,Köln
Bundesliga,2015-2016,14.05.2016,B. Leverkusen,3-2,Ingolstadt
Bundesliga,2015-2016,14.05.2016,Wolfsburg,3-1,Stuttgart
Bundesliga,2015-2016,14.05.2016,Augsburg,1-3,Hamburg
Bundesliga,2015-2016,14.05.2016,Werder Bremen,1-0,E. Frankfurt
Bundesliga,2015-2016,14.05.2016,Hoffenheim,1-4,Schalke 04
Bundesliga,2015-2016,14.05.2016,Mainz,0-0,Hertha Berlin
Bundesliga,2015-2016,14.05.2016,Darmstadt 98,0-2,M'gladbach
Bundesliga,2016-2017,26.08.2016,Bayern Münih,6-0,Werder Bremen
Bundesliga,2016-2017,27.08.2016,B. Dortmund,2-1,Mainz
Bundesliga,2016-2017,27.08.2016,Köln,2-0,Darmstadt 98
Bundesliga,2016-2017,27.08.2016,Hamburg,1-1,Ingolstadt
Bundesliga,2016-2017,27.08.2016,Augsburg,0-2,Wolfsburg
Bundesliga,2016-2017,27.08.2016,E. Frankfurt,1-0,Schalke 04
Bundesliga,2016-2017,27.08.2016,M'gladbach,2-1,B. Leverkusen
Bundesliga,2016-2017,28.08.2016,Hertha Berlin,2-1,Freiburg
Bundesliga,2016-2017,28.08.2016,Hoffenheim,2-2,Leipzig
Bundesliga,2016-2017,09.09.2016,Schalke 04,0-2,Bayern Münih
Bundesliga,2016-2017,10.09.2016,B. Leverkusen,3-1,Hamburg
Bundesliga,2016-2017,10.09.2016,Wolfsburg,0-0,Köln
Bundesliga,2016-2017,10.09.2016,Ingolstadt,0-2,Hertha Berlin
Bundesliga,2016-2017,10.09.2016,Darmstadt 98,1-0,E. Frankfurt
Bundesliga,2016-2017,10.09.2016,Freiburg,3-1,M'gladbach
Bundesliga,2016-2017,10.09.2016,Leipzig,1-0,B. Dortmund
Bundesliga,2016-2017,11.09.2016,Werder Bremen,1-2,Augsburg
Bundesliga,2016-2017,11.09.2016,Mainz,4-4,Hoffenheim
Bundesliga,2016-2017,16.09.2016,Köln,3-0,Freiburg
Bundesliga,2016-2017,17.09.2016,Bayern Münih,3-1,Ingolstadt
Bundesliga,2016-2017,17.09.2016,B. Dortmund,6-0,Darmstadt 98
Bundesliga,2016-2017,17.09.2016,Hamburg,0-4,Leipzig
Bundesliga,2016-2017,17.09.2016,Hoffenheim,0-0,Wolfsburg
Bundesliga,2016-2017,17.09.2016,E. Frankfurt,2-1,B. Leverkusen
Bundesliga,2016-2017,17.09.2016,M'gladbach,4-1,Werder Bremen
Bundesliga,2016-2017,18.09.2016,Augsburg,1-3,Mainz
Bundesliga,2016-2017,18.09.2016,Hertha Berlin,2-0,Schalke 04
Bundesliga,2016-2017,20.09.2016,Wolfsburg,1-5,B. Dortmund
Bundesliga,2016-2017,20.09.2016,Ingolstadt,0-2,E. Frankfurt
Bundesliga,2016-2017,20.09.2016,Darmstadt 98,1-1,Hoffenheim
Bundesliga,2016-2017,20.09.2016,Freiburg,1-0,Hamburg
Bundesliga,2016-2017,21.09.2016,Bayern Münih,3-0,Hertha Berlin
Bundesliga,2016-2017,21.09.2016,B. Leverkusen,0-0,Augsburg
Bundesliga,2016-2017,21.09.2016,Schalke 04,1-3,Köln
Bundesliga,2016-2017,21.09.2016,Werder Bremen,1-2,Mainz
Bundesliga,2016-2017,21.09.2016,Leipzig,1-1,M'gladbach
Bundesliga,2016-2017,23.09.2016,B. Dortmund,3-1,Freiburg
Bundesliga,2016-2017,24.09.2016,M'gladbach,2-0,Ingolstadt
Bundesliga,2016-2017,24.09.2016,Mainz,2-3,B. Leverkusen
Bundesliga,2016-2017,24.09.2016,Hamburg,0-1,Bayern Münih
Bundesliga,2016-2017,24.09.2016,Augsburg,1-0,Darmstadt 98
Bundesliga,2016-2017,24.09.2016,E. Frankfurt,3-3,Hertha Berlin
Bundesliga,2016-2017,24.09.2016,Werder Bremen,2-1,Wolfsburg
Bundesliga,2016-2017,25.09.2016,Hoffenheim,2-1,Schalke 04
Bundesliga,2016-2017,25.09.2016,Köln,1-1,Leipzig
Bundesliga,2016-2017,30.09.2016,Leipzig,2-1,Augsburg
Bundesliga,2016-2017,01.10.2016,Bayern Münih,1-1,Köln
Bundesliga,2016-2017,01.10.2016,Hertha Berlin,2-0,Hamburg
Bundesliga,2016-2017,01.10.2016,Ingolstadt,1-2,Hoffenheim
Bundesliga,2016-2017,01.10.2016,Darmstadt 98,2-2,Werder Bremen
Bundesliga,2016-2017,01.10.2016,Freiburg,1-0,E. Frankfurt
Bundesliga,2016-2017,01.10.2016,B. Leverkusen,2-0,B. Dortmund
Bundesliga,2016-2017,02.10.2016,Wolfsburg,0-0,Mainz
Bundesliga,2016-2017,02.10.2016,Schalke 04,4-0,M'gladbach
Bundesliga,2016-2017,14.10.2016,B. Dortmund,1-1,Hertha Berlin
Bundesliga,2016-2017,15.10.2016,M'gladbach,0-0,Hamburg
Bundesliga,2016-2017,15.10.2016,Köln,2-1,Ingolstadt
Bundesliga,2016-2017,15.10.2016,Augsburg,1-1,Schalke 04
Bundesliga,2016-2017,15.10.2016,Hoffenheim,2-1,Freiburg
Bundesliga,2016-2017,15.10.2016,E. Frankfurt,2-2,Bayern Münih
Bundesliga,2016-2017,15.10.2016,Werder Bremen,2-1,B. Leverkusen
Bundesliga,2016-2017,16.10.2016,Mainz,2-1,Darmstadt 98
Bundesliga,2016-2017,16.10.2016,Wolfsburg,0-1,Leipzig
Bundesliga,2016-2017,21.10.2016,Hamburg,0-3,E. Frankfurt
Bundesliga,2016-2017,22.10.2016,B. Leverkusen,0-3,Hoffenheim
Bundesliga,2016-2017,22.10.2016,Hertha Berlin,2-1,Köln
Bundesliga,2016-2017,22.10.2016,Ingolstadt,3-3,B. Dortmund
Bundesliga,2016-2017,22.10.2016,Darmstadt 98,3-1,Wolfsburg
Bundesliga,2016-2017,22.10.2016,Freiburg,2-1,Augsburg
Bundesliga,2016-2017,22.10.2016,Bayern Münih,2-0,M'gladbach
Bundesliga,2016-2017,23.10.2016,Leipzig,3-1,Werder Bremen
Bundesliga,2016-2017,23.10.2016,Schalke 04,3-0,Mainz
Bundesliga,2016-2017,28.10.2016,M'gladbach,0-0,E. Frankfurt
Bundesliga,2016-2017,29.10.2016,Mainz,2-0,Ingolstadt
Bundesliga,2016-2017,29.10.2016,Wolfsburg,1-2,B. Leverkusen
Bundesliga,2016-2017,29.10.2016,Augsburg,1-3,Bayern Münih
Bundesliga,2016-2017,29.10.2016,Werder Bremen,1-3,Freiburg
Bundesliga,2016-2017,29.10.2016,Darmstadt 98,0-2,Leipzig
Bundesliga,2016-2017,29.10.2016,B. Dortmund,0-0,Schalke 04
Bundesliga,2016-2017,30.10.2016,Hoffenheim,1-0,Hertha Berlin
Bundesliga,2016-2017,30.10.2016,Köln,3-0,Hamburg
Bundesliga,2016-2017,04.11.2016,Hertha Berlin,3-0,M'gladbach
Bundesliga,2016-2017,05.11.2016,Bayern Münih,1-1,Hoffenheim
Bundesliga,2016-2017,05.11.2016,B. Leverkusen,3-2,Darmstadt 98
Bundesliga,2016-2017,05.11.2016,Hamburg,2-5,B. Dortmund
Bundesliga,2016-2017,05.11.2016,Ingolstadt,0-2,Augsburg
Bundesliga,2016-2017,05.11.2016,Freiburg,0-3,Wolfsburg
Bundesliga,2016-2017,05.11.2016,E. Frankfurt,1-0,Köln
Bundesliga,2016-2017,06.11.2016,Leipzig,3-1,Mainz
Bundesliga,2016-2017,06.11.2016,Schalke 04,3-1,Werder Bremen
Bundesliga,2016-2017,18.11.2016,B. Leverkusen,2-3,Leipzig
Bundesliga,2016-2017,19.11.2016,M'gladbach,1-2,Köln
Bundesliga,2016-2017,19.11.2016,Mainz,4-2,Freiburg
Bundesliga,2016-2017,19.11.2016,Wolfsburg,0-1,Schalke 04
Bundesliga,2016-2017,19.11.2016,Augsburg,0-0,Hertha Berlin
Bundesliga,2016-2017,19.11.2016,Darmstadt 98,0-1,Ingolstadt
Bundesliga,2016-2017,19.11.2016,B. Dortmund,1-0,Bayern Münih
Bundesliga,2016-2017,20.11.2016,Hoffenheim,2-2,Hamburg
Bundesliga,2016-2017,20.11.2016,Werder Bremen,1-2,E. Frankfurt
Bundesliga,2016-2017,25.11.2016,Freiburg,1-4,Leipzig
Bundesliga,2016-2017,26.11.2016,M'gladbach,1-1,Hoffenheim
Bundesliga,2016-2017,26.11.2016,Köln,0-0,Augsburg
Bundesliga,2016-2017,26.11.2016,Hamburg,2-2,Werder Bremen
Bundesliga,2016-2017,26.11.2016,Ingolstadt,1-1,Wolfsburg
Bundesliga,2016-2017,26.11.2016,E. Frankfurt,2-1,B. Dortmund
Bundesliga,2016-2017,26.11.2016,Bayern Münih,2-1,B. Leverkusen
Bundesliga,2016-2017,27.11.2016,Schalke 04,3-1,Darmstadt 98
Bundesliga,2016-2017,27.11.2016,Hertha Berlin,2-1,Mainz
Bundesliga,2016-2017,02.12.2016,Mainz,1-3,Bayern Münih
Bundesliga,2016-2017,03.12.2016,B. Dortmund,4-1,M'gladbach
Bundesliga,2016-2017,03.12.2016,B. Leverkusen,1-1,Freiburg
Bundesliga,2016-2017,03.12.2016,Wolfsburg,2-3,Hertha Berlin
Bundesliga,2016-2017,03.12.2016,Werder Bremen,2-1,Ingolstadt
Bundesliga,2016-2017,03.12.2016,Hoffenheim,4-0,Köln
Bundesliga,2016-2017,03.12.2016,Leipzig,2-1,Schalke 04
Bundesliga,2016-2017,04.12.2016,Darmstadt 98,0-2,Hamburg
Bundesliga,2016-2017,04.12.2016,Augsburg,1-1,E. Frankfurt
Bundesliga,2016-2017,09.12.2016,E. Frankfurt,0-0,Hoffenheim
Bundesliga,2016-2017,10.12.2016,Bayern Münih,5-0,Wolfsburg
Bundesliga,2016-2017,10.12.2016,Köln,1-1,B. Dortmund
Bundesliga,2016-2017,10.12.2016,Hamburg,1-0,Augsburg
Bundesliga,2016-2017,10.12.2016,Ingolstadt,1-0,Leipzig
Bundesliga,2016-2017,10.12.2016,Freiburg,1-0,Darmstadt 98
Bundesliga,2016-2017,10.12.2016,Hertha Berlin,0-1,Werder Bremen
Bundesliga,2016-2017,11.12.2016,M'gladbach,1-0,Mainz
Bundesliga,2016-2017,11.12.2016,Schalke 04,0-1,B. Leverkusen
Bundesliga,2016-2017,16.12.2016,Hoffenheim,2-2,B. Dortmund
Bundesliga,2016-2017,17.12.2016,Schalke 04,1-1,Freiburg
Bundesliga,2016-2017,17.12.2016,Mainz,3-1,Hamburg
Bundesliga,2016-2017,17.12.2016,Augsburg,1-0,M'gladbach
Bundesliga,2016-2017,17.12.2016,Werder Bremen,1-1,Köln
Bundesliga,2016-2017,17.12.2016,Leipzig,2-0,Hertha Berlin
Bundesliga,2016-2017,17.12.2016,Wolfsburg,1-0,E. Frankfurt
Bundesliga,2016-2017,18.12.2016,Darmstadt 98,0-1,Bayern Münih
Bundesliga,2016-2017,18.12.2016,B. Leverkusen,1-2,Ingolstadt
Bundesliga,2016-2017,20.12.2016,B. Dortmund,1-1,Augsburg
Bundesliga,2016-2017,20.12.2016,M'gladbach,1-2,Wolfsburg
Bundesliga,2016-2017,20.12.2016,Hamburg,2-1,Schalke 04
Bundesliga,2016-2017,20.12.2016,E. Frankfurt,3-0,Mainz
Bundesliga,2016-2017,21.12.2016,Bayern Münih,3-0,Leipzig
Bundesliga,2016-2017,21.12.2016,Hertha Berlin,2-0,Darmstadt 98
Bundesliga,2016-2017,21.12.2016,Köln,1-1,B. Leverkusen
Bundesliga,2016-2017,21.12.2016,Ingolstadt,1-2,Freiburg
Bundesliga,2016-2017,21.12.2016,Hoffenheim,1-1,Werder Bremen
Bundesliga,2016-2017,20.01.2017,Freiburg,1-2,Bayern Münih
Bundesliga,2016-2017,21.01.2017,Schalke 04,1-0,Ingolstadt
Bundesliga,2016-2017,21.01.2017,Wolfsburg,1-0,Hamburg
Bundesliga,2016-2017,21.01.2017,Augsburg,0-2,Hoffenheim
Bundesliga,2016-2017,21.01.2017,Werder Bremen,1-2,B. Dortmund
Bundesliga,2016-2017,21.01.2017,Darmstadt 98,0-0,M'gladbach
Bundesliga,2016-2017,21.01.2017,Leipzig,3-0,E. Frankfurt
Bundesliga,2016-2017,22.01.2017,B. Leverkusen,3-1,Hertha Berlin
Bundesliga,2016-2017,22.01.2017,Mainz,0-0,Köln
Bundesliga,2016-2017,27.01.2017,Schalke 04,0-1,E. Frankfurt
Bundesliga,2016-2017,28.01.2017,Wolfsburg,1-2,Augsburg
Bundesliga,2016-2017,28.01.2017,Ingolstadt,3-1,Hamburg
Bundesliga,2016-2017,28.01.2017,Werder Bremen,1-2,Bayern Münih
Bundesliga,2016-2017,28.01.2017,Darmstadt 98,1-6,Köln
Bundesliga,2016-2017,28.01.2017,Leipzig,2-1,Hoffenheim
Bundesliga,2016-2017,28.01.2017,B. Leverkusen,2-3,M'gladbach
Bundesliga,2016-2017,29.01.2017,Freiburg,2-1,Hertha Berlin
Bundesliga,2016-2017,29.01.2017,Mainz,1-1,B. Dortmund
Bundesliga,2016-2017,03.02.2017,Hamburg,1-0,B. Leverkusen
Bundesliga,2016-2017,04.02.2017,Bayern Münih,1-1,Schalke 04
Bundesliga,2016-2017,04.02.2017,M'gladbach,3-0,Freiburg
Bundesliga,2016-2017,04.02.2017,Hertha Berlin,1-0,Ingolstadt
Bundesliga,2016-2017,04.02.2017,Köln,1-0,Wolfsburg
Bundesliga,2016-2017,04.02.2017,Hoffenheim,4-0,Mainz
Bundesliga,2016-2017,04.02.2017,B. Dortmund,1-0,Leipzig
Bundesliga,2016-2017,05.02.2017,Augsburg,3-2,Werder Bremen
Bundesliga,2016-2017,05.02.2017,E. Frankfurt,2-0,Darmstadt 98
Bundesliga,2016-2017,10.02.2017,Mainz,2-0,Augsburg
Bundesliga,2016-2017,11.02.2017,B. Leverkusen,3-0,E. Frankfurt
Bundesliga,2016-2017,11.02.2017,Ingolstadt,0-2,Bayern Münih
Bundesliga,2016-2017,11.02.2017,Werder Bremen,0-1,M'gladbach
Bundesliga,2016-2017,11.02.2017,Darmstadt 98,2-1,B. Dortmund
Bundesliga,2016-2017,11.02.2017,Leipzig,0-3,Hamburg
Bundesliga,2016-2017,11.02.2017,Schalke 04,2-0,Hertha Berlin
Bundesliga,2016-2017,12.02.2017,Wolfsburg,2-1,Hoffenheim
Bundesliga,2016-2017,12.02.2017,Freiburg,2-1,Köln
Bundesliga,2016-2017,17.02.2017,Augsburg,1-3,B. Leverkusen
Bundesliga,2016-2017,18.02.2017,B. Dortmund,3-0,Wolfsburg
Bundesliga,2016-2017,18.02.2017,Mainz,0-2,Werder Bremen
Bundesliga,2016-2017,18.02.2017,Hertha Berlin,1-1,Bayern Münih
Bundesliga,2016-2017,18.02.2017,Hoffenheim,2-0,Darmstadt 98
Bundesliga,2016-2017,18.02.2017,E. Frankfurt,0-2,Ingolstadt
Bundesliga,2016-2017,18.02.2017,Hamburg,2-2,Freiburg
Bundesliga,2016-2017,19.02.2017,M'gladbach,1-2,Leipzig
Bundesliga,2016-2017,19.02.2017,Köln,1-1,Schalke 04
Bundesliga,2016-2017,24.02.2017,Wolfsburg,1-2,Werder Bremen
Bundesliga,2016-2017,25.02.2017,Bayern Münih,8-0,Hamburg
Bundesliga,2016-2017,25.02.2017,B. Leverkusen,0-2,Mainz
Bundesliga,2016-2017,25.02.2017,Darmstadt 98,1-2,Augsburg
Bundesliga,2016-2017,25.02.2017,Freiburg,0-3,B. Dortmund
Bundesliga,2016-2017,25.02.2017,Leipzig,3-1,Köln
Bundesliga,2016-2017,25.02.2017,Hertha Berlin,2-0,E. Frankfurt
Bundesliga,2016-2017,26.02.2017,Ingolstadt,0-2,M'gladbach
Bundesliga,2016-2017,26.02.2017,Schalke 04,1-1,Hoffenheim
Bundesliga,2016-2017,03.03.2017,Augsburg,2-2,Leipzig
Bundesliga,2016-2017,04.03.2017,B. Dortmund,6-2,B. Leverkusen
Bundesliga,2016-2017,04.03.2017,Mainz,1-1,Wolfsburg
Bundesliga,2016-2017,04.03.2017,Köln,0-3,Bayern Münih
Bundesliga,2016-2017,04.03.2017,Werder Bremen,2-0,Darmstadt 98
Bundesliga,2016-2017,04.03.2017,Hoffenheim,5-2,Ingolstadt
Bundesliga,2016-2017,04.03.2017,M'gladbach,4-2,Schalke 04
Bundesliga,2016-2017,05.03.2017,E. Frankfurt,1-2,Freiburg
Bundesliga,2016-2017,05.03.2017,Hamburg,1-0,Hertha Berlin
Bundesliga,2016-2017,10.03.2017,B. Leverkusen,1-1,Werder Bremen
Bundesliga,2016-2017,11.03.2017,Bayern Münih,3-0,E. Frankfurt
Bundesliga,2016-2017,11.03.2017,Hertha Berlin,2-1,B. Dortmund
Bundesliga,2016-2017,11.03.2017,Darmstadt 98,2-1,Mainz
Bundesliga,2016-2017,11.03.2017,Freiburg,1-1,Hoffenheim
Bundesliga,2016-2017,11.03.2017,Leipzig,0-1,Wolfsburg
Bundesliga,2016-2017,11.03.2017,Ingolstadt,2-2,Köln
Bundesliga,2016-2017,12.03.2017,Schalke 04,3-0,Augsburg
Bundesliga,2016-2017,12.03.2017,Hamburg,2-1,M'gladbach
Bundesliga,2016-2017,17.03.2017,B. Dortmund,1-0,Ingolstadt
Bundesliga,2016-2017,18.03.2017,Wolfsburg,1-0,Darmstadt 98
Bundesliga,2016-2017,18.03.2017,Köln,4-2,Hertha Berlin
