Serie A
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2000-2001,30.09.2000,Napoli       1,-,2     Juventus
2000-2001,01.10.2000,Milan       2,-,0     Vicenza
2000-2001,14.10.2000,Inter       3,-,1     Napoli
2000-2001,15.10.2000,Juventus       2,-,0     Bari
2000-2001,21.10.2000,Milan       2,-,2     Juventus
2000-2001,22.10.2000,Roma       3,-,1     Vicenza
2000-2001,01.11.2000,Juventus       1,-,2     Udinese
2000-2001,04.11.2000,Lazio       2,-,0     Bologna
2000-2001,05.11.2000,Milan       3,-,3     Atalanta
2000-2001,11.11.2000,Juventus       1,-,1     Lazio
2000-2001,12.11.2000,Roma       2,-,1     Reggina
2000-2001,18.11.2000,Inter       2,-,1     Perugia
2000-2001,19.11.2000,Udinese       3,-,0     Reggina
2000-2001,25.11.2000,Milan       1,-,0     Napoli
2000-2001,26.11.2000,Roma       1,-,0     Fiorentina
2000-2001,02.12.2000,Parma       2,-,0     Atalanta
2000-2001,03.12.2000,Inter       2,-,2     Juventus
2000-2001,09.12.2000,Brescia       1,-,1     Napoli
2000-2001,10.12.2000,Milan       4,-,1     Lecce
2000-2001,16.12.2000,Perugia       4,-,1     Bari
2000-2001,17.12.2000,Parma       0,-,2     Vicenza
2000-2001,22.12.2000,Roma       0,-,0     Juventus
2000-2001,23.12.2000,Milan       1,-,2     Perugia
2000-2001,06.01.2001,Juventus       3,-,3     Fiorentina
2000-2001,07.01.2001,Milan       2,-,2     Inter
2000-2001,13.01.2001,Brescia       1,-,0     Perugia
2000-2001,14.01.2001,Roma       1,-,1     Bari
2000-2001,20.01.2001,Lazio       2,-,0     Inter
2000-2001,21.01.2001,Milan       3,-,2     Roma
2000-2001,27.01.2001,Lecce       0,-,0     Bologna
2000-2001,28.01.2001,Roma       3,-,0     Napoli
2000-2001,03.02.2001,Atalanta       2,-,1     Juventus
2000-2001,04.02.2001,Milan       1,-,0     Reggina
2000-2001,10.02.2001,Inter       1,-,1     Reggina
2000-2001,11.02.2001,Juventus       3,-,0     Napoli
2000-2001,17.02.2001,Milan       3,-,3     Bologna
2000-2001,18.02.2001,Roma       1,-,0     Lecce
2000-2001,24.02.2001,Atalanta       0,-,0     Bari
2000-2001,25.02.2001,Juventus       3,-,0     Milan
2000-2001,03.03.2001,Brescia       0,-,1     Lazio
2000-2001,04.03.2001,Milan       2,-,2     Parma
2000-2001,10.03.2001,Atalanta       1,-,1     Milan
2000-2001,11.03.2001,Roma       3,-,1     Brescia
2000-2001,18.03.2001,Milan       4,-,0     Bari
2000-2001,19.03.2001,Brescia       0,-,3     Atalanta
2000-2001,31.03.2001,Vicenza       1,-,1     Fiorentina
2000-2001,01.04.2001,Milan       1,-,0     Lazio
2000-2001,08.04.2001,Inter       1,-,1     Vicenza
2000-2001,09.04.2001,Fiorentina       3,-,1     Roma
2000-2001,14.04.2001,Milan       3,-,0     Udinese
2000-2001,18.04.2001,Lazio       1,-,0     Parma
2000-2001,21.04.2001,Inter       4,-,2     Fiorentina
2000-2001,22.04.2001,Parma       0,-,0     Juventus
2000-2001,28.04.2001,Reggina       3,-,1     Napoli
2000-2001,29.04.2001,Milan       1,-,0     Hellas Verona
2000-2001,05.05.2001,Bologna       1,-,1     Udinese
2000-2001,06.05.2001,Juventus       2,-,2     Roma
2000-2001,11.05.2001,Inter       0,-,6     Milan
2000-2001,13.05.2001,Roma       1,-,0     Atalanta
2000-2001,17.05.2001,Milan       1,-,2     Fiorentina
2000-2001,20.05.2001,Lazio       3,-,1     Udinese
2000-2001,27.05.2001,Roma       1,-,1     Milan
2000-2001,10.06.2001,Milan       1,-,1     Brescia
2000-2001,17.06.2001,Roma       3,-,1     Parma
2001-2002,25.08.2001,Bologna       1,-,0     Atalanta
2001-2002,26.08.2001,Juventus       4,-,0     Venezia
2001-2002,08.09.2001,Roma       1,-,1     Udinese
2001-2002,09.09.2001,Milan       5,-,2     Fiorentina
2001-2002,15.09.2001,Juventus       3,-,2     Chievo
2001-2002,16.09.2001,Inter       2,-,1     Venezia
2001-2002,22.09.2001,Lecce       0,-,0     Juventus
2001-2002,23.09.2001,Milan       2,-,0     Lazio
2001-2002,29.09.2001,Juventus       0,-,2     Roma
2001-2002,30.09.2001,Inter       1,-,0     Bologna
2001-2002,13.10.2001,Lazio       2,-,0     Atalanta
2001-2002,14.10.2001,Milan       1,-,1     Venezia
2001-2002,20.10.2001,Bologna       0,-,0     Juventus
2001-2002,21.10.2001,Roma       5,-,1     Lecce
2001-2002,27.10.2001,Roma       2,-,0     Lazio
2001-2002,28.10.2001,Milan       0,-,0     Bologna
2001-2002,03.11.2001,Venezia       0,-,0     Chievo
2001-2002,04.11.2001,Parma       2,-,1     Perugia
2001-2002,17.11.2001,Roma       0,-,0     Inter
2001-2002,18.11.2001,Milan       0,-,0     Piacenza
2001-2002,24.11.2001,Lazio       1,-,0     Juventus
2001-2002,25.11.2001,Parma       0,-,1     Milan
2001-2002,01.12.2001,Juventus       2,-,0     Perugia
2001-2002,02.12.2001,Milan       3,-,2     Chievo
2001-2002,08.12.2001,Piacenza       2,-,0     Bologna
2001-2002,09.12.2001,Milan       1,-,1     Juventus
2001-2002,15.12.2001,Inter       1,-,2     Chievo
2001-2002,16.12.2001,Roma       1,-,0     Milan
2001-2002,19.12.2001,Roma       0,-,0     Brescia
2001-2002,22.12.2001,Lazio       2,-,2     Bologna
2001-2002,23.12.2001,Milan       2,-,1     Hellas Verona
2001-2002,05.01.2002,Lecce       0,-,1     Milan
2001-2002,06.01.2002,Roma       1,-,0     Torino
2001-2002,13.01.2002,Milan       0,-,0     Brescia
2001-2002,19.01.2002,Brescia       1,-,2     Torino
2001-2002,20.01.2002,Juventus       3,-,0     Atalanta
2001-2002,26.01.2002,Parma       2,-,1     Bologna
2001-2002,27.01.2002,Milan       2,-,3     Udinese
2001-2002,30.01.2002,Chievo       3,-,1     Lazio
2001-2002,02.02.2002,Inter       0,-,0     Torino
2001-2002,03.02.2002,Juventus       3,-,0     Lecce
2001-2002,09.02.2002,Chievo       1,-,2     Udinese
2001-2002,10.02.2002,Milan       1,-,1     Perugia
2001-2002,16.02.2002,Milan       0,-,0     Atalanta
2001-2002,17.02.2002,Parma       0,-,1     Torino
2001-2002,23.02.2002,Roma       1,-,0     Perugia
2001-2002,24.02.2002,Inter       3,-,2     Udinese
2001-2002,03.03.2002,Milan       0,-,1     Inter
2001-2002,09.03.2002,Inter       2,-,2     Juventus
2001-2002,10.03.2002,Lazio       1,-,5     Roma
2001-2002,13.03.2002,Parma       0,-,0     Chievo
2001-2002,16.03.2002,Roma       3,-,1     Atalanta
2001-2002,17.03.2002,Milan       2,-,1     Torino
2001-2002,23.03.2002,Parma       1,-,0     Juventus
2001-2002,24.03.2002,Inter       3,-,1     Roma
2001-2002,30.03.2002,Milan       3,-,1     Parma
2001-2002,06.04.2002,Torino       1,-,1     Bologna
2001-2002,07.04.2002,Parma       2,-,0     Udinese
2001-2002,14.04.2002,Roma       3,-,1     Parma
2001-2002,21.04.2002,Milan       0,-,0     Roma
2001-2002,28.04.2002,Roma       5,-,0     Chievo
2001-2002,05.05.2002,Milan       3,-,0     Lecce
2002-2003,14.09.2002,Inter       1,-,0     Torino
2002-2003,15.09.2002,Juventus       3,-,0     Atalanta
2002-2003,21.09.2002,Milan       3,-,0     Perugia
2002-2003,22.09.2002,Roma       1,-,2     Modena
2002-2003,28.09.2002,Juventus       2,-,2     Parma
2002-2003,29.09.2002,Inter       2,-,1     Chievo
2002-2003,05.10.2002,Roma       4,-,1     Udinese
2002-2003,06.10.2002,Milan       6,-,0     Torino
2002-2003,19.10.2002,Inter       1,-,1     Juventus
2002-2003,20.10.2002,Lazio       3,-,0     Perugia
2002-2003,26.10.2002,Juventus       1,-,0     Udinese
2002-2003,27.10.2002,Parma       2,-,1     Atalanta
2002-2003,02.11.2002,Udinese       0,-,0     Bologna
2002-2003,03.11.2002,Milan       2,-,0     Reggina
2002-2003,06.11.2002,Milan       1,-,0     Udinese
2002-2003,09.11.2002,Inter       1,-,2     Udinese
2002-2003,10.11.2002,Juventus       2,-,1     Milan
2002-2003,16.11.2002,Roma       2,-,2     Inter
2002-2003,17.11.2002,Milan       2,-,1     Parma
2002-2003,23.11.2002,Milan       1,-,0     Inter
2002-2003,24.11.2002,Parma       3,-,0     Roma
2002-2003,30.11.2002,Reggina       1,-,1     Chievo
2002-2003,01.12.2002,Roma       2,-,2     Juventus
2002-2003,07.12.2002,Milan       1,-,0     Roma
2002-2003,08.12.2002,Parma       2,-,0     Reggina
2002-2003,14.12.2002,Bologna       2,-,1     Parma
2002-2003,15.12.2002,Roma       3,-,0     Reggina
2002-2003,19.12.2002,Como       0,-,2     Udinese
2002-2003,21.12.2002,Modena       0,-,1     Udinese
2002-2003,22.12.2002,Milan       0,-,0     Brescia
2002-2003,06.01.2003,Torino       1,-,1     Atalanta
2002-2003,11.01.2003,Brescia       0,-,0     Lazio
2002-2003,12.01.2003,Roma       0,-,1     Chievo
2002-2003,18.01.2003,Parma       2,-,0     Empoli
2002-2003,19.01.2003,Milan       2,-,1     Piacenza
2002-2003,25.01.2003,Modena       0,-,2     Atalanta
2002-2003,26.01.2003,Juventus       2,-,0     Piacenza
2002-2003,01.02.2003,Roma       3,-,1     Bologna
2002-2003,02.02.2003,Milan       2,-,1     Modena
2002-2003,08.02.2003,Juventus       1,-,0     Empoli
2002-2003,09.02.2003,Inter       3,-,0     Reggina
2002-2003,15.02.2003,Roma       0,-,0     Brescia
2002-2003,16.02.2003,Milan       2,-,2     Lazio
2002-2003,22.02.2003,Torino       0,-,3     Milan
2002-2003,23.02.2003,Inter       3,-,1     Piacenza
2002-2003,01.03.2003,Parma       1,-,1     Modena
2002-2003,02.03.2003,Milan       3,-,3     Atalanta
2002-2003,08.03.2003,Roma       1,-,1     Lazio
2002-2003,09.03.2003,Milan       0,-,0     Chievo
2002-2003,15.03.2003,Juventus       3,-,0     Modena
2002-2003,16.03.2003,Inter       4,-,0     Como
2002-2003,22.03.2003,Milan       2,-,1     Juventus
2002-2003,23.03.2003,Roma       3,-,0     Piacenza
2002-2003,05.04.2003,Juventus       2,-,0     Torino
2002-2003,06.04.2003,Inter       3,-,3     Roma
2002-2003,12.04.2003,Inter       0,-,1     Milan
2002-2003,13.04.2003,Roma       2,-,1     Parma
2002-2003,19.04.2003,Milan       0,-,1     Empoli
2002-2003,26.04.2003,Roma       2,-,1     Milan
2002-2003,27.04.2003,Juventus       2,-,1     Brescia
2002-2003,04.05.2003,Milan       2,-,0     Como
2002-2003,10.05.2003,Roma       3,-,1     Torino
2002-2003,17.05.2003,Milan       3,-,1     Bologna
2002-2003,24.05.2003,Roma       1,-,2     Atalanta
2003-2004,30.08.2003,Reggina       2,-,2     Sampdoria
2003-2004,31.08.2003,Juventus       5,-,1     Empoli
2003-2004,01.09.2003,Ancona       0,-,2     Milan
2003-2004,13.09.2003,Milan       2,-,1     Bologna
2003-2004,14.09.2003,Roma       5,-,0     Brescia
2003-2004,20.09.2003,Siena       4,-,0     Empoli
2003-2004,21.09.2003,Juventus       2,-,2     Roma
2003-2004,27.09.2003,Udinese       0,-,0     Inter
2003-2004,28.09.2003,Milan       3,-,0     Lecce
2003-2004,05.10.2003,Juventus       2,-,1     Bologna
2003-2004,18.10.2003,Brescia       2,-,2     Inter
2003-2004,19.10.2003,Milan       1,-,0     Lazio
2003-2004,25.10.2003,Siena       2,-,1     Lecce
2003-2004,26.10.2003,Juventus       2,-,0     Brescia
2003-2004,01.11.2003,Milan       1,-,1     Juventus
2003-2004,02.11.2003,Roma       2,-,0     Reggina
2003-2004,08.11.2003,Sampdoria       2,-,0     Empoli
2003-2004,09.11.2003,Roma       2,-,0     Lazio
2003-2004,22.11.2003,Inter       6,-,0     Reggina
2003-2004,23.11.2003,Lazio       3,-,1     Perugia
2003-2004,29.11.2003,Juventus       1,-,3     Inter
2003-2004,30.11.2003,Milan       2,-,0     Modena
2003-2004,06.12.2003,Lazio       2,-,0     Juventus
2003-2004,07.12.2003,Inter       2,-,1     Perugia
2003-2004,13.12.2003,Udinese       1,-,0     Lecce
2003-2004,14.12.2003,Roma       1,-,0     Modena
2003-2004,20.12.2003,Parma       1,-,2     Reggina
2003-2004,21.12.2003,Milan       1,-,2     Udinese
2003-2004,06.01.2004,Roma       1,-,2     Milan
2003-2004,10.01.2004,Parma       1,-,0     Inter
2003-2004,11.01.2004,Milan       3,-,1     Reggina
2003-2004,17.01.2004,Udinese       1,-,1     Parma
2003-2004,18.01.2004,Roma       3,-,1     Sampdoria
2003-2004,24.01.2004,Sampdoria       2,-,0     Reggina
2003-2004,25.01.2004,Milan       5,-,0     Ancona
2003-2004,28.01.2004,Milan       2,-,1     Siena
2003-2004,31.01.2004,Brescia       1,-,0     Roma
2003-2004,01.02.2004,Juventus       1,-,0     Chievo
2003-2004,07.02.2004,Udinese       1,-,3     Bologna
2003-2004,08.02.2004,Milan       2,-,1     Perugia
2003-2004,14.02.2004,Lazio       3,-,0     Empoli
2003-2004,15.02.2004,Juventus       1,-,0     Reggina
2003-2004,21.02.2004,Milan       3,-,2     Inter
2003-2004,22.02.2004,Roma       6,-,0     Siena
2003-2004,28.02.2004,Siena       0,-,0     Reggina
2003-2004,29.02.2004,Juventus       3,-,0     Ancona
2003-2004,06.03.2004,Brescia       2,-,3     Juventus
2003-2004,07.03.2004,Milan       3,-,1     Sampdoria
2003-2004,13.03.2004,Sampdoria       3,-,2     Bologna
2003-2004,14.03.2004,Juventus       1,-,3     Milan
2003-2004,20.03.2004,Milan       3,-,1     Parma
2003-2004,21.03.2004,Chievo       1,-,1     Siena
2003-2004,25.03.2004,Bologna       2,-,1     Lazio
2003-2004,28.03.2004,Milan       2,-,2     Chievo
2003-2004,04.04.2004,Inter       3,-,2     Juventus
2003-2004,10.04.2004,Milan       1,-,0     Empoli
2003-2004,11.04.2004,Perugia       2,-,3     Inter
2003-2004,17.04.2004,Lecce       2,-,1     Udinese
2003-2004,18.04.2004,Parma       2,-,2     Juventus
2003-2004,21.04.2004,Lazio       1,-,1     Roma
2003-2004,25.04.2004,Roma       3,-,0     Empoli
2003-2004,02.05.2004,Milan       1,-,0     Roma
2003-2004,09.05.2004,Roma       1,-,3     Perugia
2003-2004,16.05.2004,Milan       4,-,2     Brescia
2004-2005,11.09.2004,Milan       2,-,2     Livorno
2004-2005,12.09.2004,Roma       1,-,0     Fiorentina
2004-2005,18.09.2004,Inter       1,-,1     Palermo
2004-2005,19.09.2004,Juventus       2,-,0     Atalanta
2004-2005,22.09.2004,Milan       1,-,2     Messina
2004-2005,25.09.2004,Juventus       1,-,1     Palermo
2004-2005,26.09.2004,Inter       2,-,2     Parma
2004-2005,02.10.2004,Chievo       2,-,1     Lecce
2004-2005,03.10.2004,Milan       3,-,1     Reggina
2004-2005,16.10.2004,Juventus       2,-,1     Messina
2004-2005,17.10.2004,Inter       3,-,1     Udinese
2004-2005,23.10.2004,Siena       0,-,3     Juventus
2004-2005,24.10.2004,Milan       0,-,0     Inter
2004-2005,27.10.2004,Milan       3,-,0     Atalanta
2004-2005,28.10.2004,Juventus       2,-,0     Roma
2004-2005,30.10.2004,Inter       1,-,1     Lazio
2004-2005,31.10.2004,Roma       5,-,1     Cagliari
2004-2005,06.11.2004,Brescia       1,-,0     Chievo
2004-2005,07.11.2004,Milan       1,-,1     Roma
2004-2005,10.11.2004,Roma       0,-,3     Udinese
2004-2005,11.11.2004,Messina       0,-,0     Palermo
2004-2005,14.11.2004,Milan       2,-,1     Siena
2004-2005,27.11.2004,Siena       0,-,4     Roma
2004-2005,28.11.2004,Inter       2,-,2     Juventus
2004-2005,04.12.2004,Parma       1,-,2     Milan
2004-2005,05.12.2004,Roma       1,-,1     Sampdoria
2004-2005,11.12.2004,Lazio       3,-,3     Lecce
2004-2005,12.12.2004,Milan       6,-,0     Fiorentina
2004-2005,18.12.2004,Juventus       0,-,0     Milan
2004-2005,19.12.2004,Roma       5,-,1     Parma
2004-2005,06.01.2005,Milan       5,-,2     Lecce
2004-2005,09.01.2005,Roma       2,-,1     Atalanta
2004-2005,15.01.2005,Brescia       1,-,1     Fiorentina
2004-2005,16.01.2005,Milan       3,-,1     Udinese
2004-2005,19.01.2005,Messina       1,-,0     Atalanta
2004-2005,22.01.2005,Inter       1,-,1     Chievo
2004-2005,23.01.2005,Juventus       2,-,0     Brescia
2004-2005,29.01.2005,Parma       1,-,0     Udinese
2004-2005,30.01.2005,Milan       0,-,1     Bologna
2004-2005,02.02.2005,Juventus       0,-,1     Sampdoria
2004-2005,03.02.2005,Bologna       3,-,1     Parma
2004-2005,05.02.2005,Sampdoria       3,-,0     Fiorentina
2004-2005,06.02.2005,Milan       2,-,1     Lazio
2004-2005,12.02.2005,Inter       2,-,0     Roma
2004-2005,13.02.2005,Juventus       2,-,1     Udinese
2004-2005,19.02.2005,Milan       1,-,0     Cagliari
2004-2005,20.02.2005,Roma       3,-,0     Livorno
2004-2005,26.02.2005,Brescia       0,-,1     Sampdoria
2004-2005,27.02.2005,Juventus       3,-,0     Siena
2004-2005,05.03.2005,Roma       1,-,2     Juventus
2004-2005,06.03.2005,Parma       3,-,2     Cagliari
2004-2005,12.03.2005,Lazio       1,-,1     Inter
2004-2005,13.03.2005,Milan       1,-,0     Sampdoria
2004-2005,19.03.2005,Juventus       1,-,0     Reggina
2004-2005,20.03.2005,Roma       0,-,2     Milan
2004-2005,09.04.2005,Milan       1,-,1     Brescia
2004-2005,10.04.2005,Lazio       3,-,1     Livorno
2004-2005,16.04.2005,Roma       1,-,2     Reggina
2004-2005,17.04.2005,Juventus       5,-,2     Lecce
2004-2005,20.04.2005,Milan       1,-,0     Chievo
2004-2005,23.04.2005,Milan       3,-,0     Parma
2004-2005,24.04.2005,Lazio       0,-,1     Juventus
2004-2005,30.04.2005,Cagliari       1,-,1     Reggina
2004-2005,01.05.2005,Roma       2,-,2     Brescia
2004-2005,08.05.2005,Milan       0,-,1     Juventus
2004-2005,15.05.2005,Roma       0,-,0     Lazio
2004-2005,20.05.2005,Milan       3,-,3     Palermo
2004-2005,22.05.2005,Parma       0,-,0     Siena
2004-2005,29.05.2005,Roma       0,-,0     Chievo
2004-2005,14.06.2005,Parma       0,-,1     Bologna
2004-2005,18.06.2005,Bologna       0,-,2     Parma
2005-2006,27.08.2005,Livorno       2,-,1     Lecce
2005-2006,28.08.2005,Ascoli       1,-,1     Milan
2005-2006,10.09.2005,Milan       3,-,1     Siena
2005-2006,11.09.2005,Chievo       1,-,0     Parma
2005-2006,17.09.2005,Parma       1,-,0     Empoli
2005-2006,18.09.2005,Cagliari       1,-,1     Messina
2005-2006,21.09.2005,Ascoli       1,-,1     Siena
2005-2006,24.09.2005,Reggina       2,-,0     Udinese
2005-2006,25.09.2005,Cagliari       0,-,0     Roma
2005-2006,01.10.2005,Chievo       0,-,0     Treviso
2005-2006,02.10.2005,Lecce       3,-,0     Cagliari
2005-2006,15.10.2005,Siena       2,-,3     Udinese
2005-2006,16.10.2005,Ascoli       2,-,1     Sampdoria
2005-2006,22.10.2005,Messina       1,-,1     Ascoli
2005-2006,23.10.2005,Chievo       2,-,1     Cagliari
2005-2006,26.10.2005,Ascoli       1,-,1     Udinese
2005-2006,29.10.2005,Sampdoria       2,-,2     Inter
2005-2006,30.10.2005,Chievo       2,-,2     Empoli
2005-2006,05.11.2005,Empoli       3,-,0     Reggina
2005-2006,06.11.2005,Ascoli       0,-,2     Fiorentina
2005-2006,19.11.2005,Udinese       1,-,0     Messina
2005-2006,20.11.2005,Chievo       1,-,1     Ascoli
2005-2006,26.11.2005,Livorno       0,-,0     Chievo
2005-2006,27.11.2005,Ascoli       1,-,1     Palermo
2005-2006,03.12.2005,Chievo       2,-,1     Milan
2005-2006,04.12.2005,Fiorentina       1,-,2     Juventus
2005-2006,10.12.2005,Siena       1,-,0     Empoli
2005-2006,11.12.2005,Ascoli       1,-,1     Reggina
2005-2006,17.12.2005,Treviso       2,-,1     Lecce
2005-2006,18.12.2005,Cagliari       2,-,1     Ascoli
2005-2006,21.12.2005,Ascoli       1,-,0     Treviso
2005-2006,07.01.2006,Reggina       1,-,1     Fiorentina
2005-2006,08.01.2006,Cagliari       2,-,1     Udinese
2005-2006,14.01.2006,Lecce       0,-,3     Sampdoria
2005-2006,15.01.2006,Ascoli       3,-,1     Empoli
2005-2006,18.01.2006,Milan       1,-,0     Ascoli
2005-2006,21.01.2006,Lazio       1,-,1     Cagliari
2005-2006,22.01.2006,Parma       2,-,1     Chievo
2005-2006,28.01.2006,Palermo       1,-,3     Siena
2005-2006,29.01.2006,Messina       1,-,0     Cagliari
2005-2006,04.02.2006,Siena       1,-,1     Ascoli
2005-2006,05.02.2006,Inter       1,-,0     Chievo
2005-2006,08.02.2006,Roma       4,-,3     Cagliari
2005-2006,11.02.2006,Treviso       1,-,2     Chievo
2005-2006,12.02.2006,Parma       0,-,0     Ascoli
2005-2006,18.02.2006,Livorno       0,-,0     Inter
2005-2006,19.02.2006,Sampdoria       1,-,2     Ascoli
2005-2006,25.02.2006,Reggina       1,-,1     Livorno
2005-2006,26.02.2006,Cagliari       2,-,2     Chievo
2005-2006,04.03.2006,Milan       3,-,0     Empoli
2005-2006,05.03.2006,Udinese       1,-,1     Ascoli
2005-2006,11.03.2006,Siena       1,-,0     Treviso
2005-2006,12.03.2006,Empoli       2,-,1     Chievo
2005-2006,18.03.2006,Treviso       1,-,2     Cagliari
2005-2006,19.03.2006,Fiorentina       3,-,1     Ascoli
2005-2006,22.03.2006,Cagliari       0,-,0     Fiorentina
2005-2006,25.03.2006,Parma       1,-,0     Inter
2005-2006,26.03.2006,Ascoli       2,-,2     Chievo
2005-2006,01.04.2006,Treviso       0,-,0     Juventus
2005-2006,02.04.2006,Palermo       1,-,1     Ascoli
2005-2006,08.04.2006,Livorno       0,-,2     Udinese
2005-2006,09.04.2006,Milan       4,-,1     Chievo
2005-2006,14.04.2006,Milan       1,-,0     Inter
2005-2006,15.04.2006,Reggina       2,-,0     Ascoli
2005-2006,22.04.2006,Ascoli       2,-,2     Cagliari
2005-2006,30.04.2006,Treviso       2,-,2     Ascoli
2005-2006,07.05.2006,Udinese       2,-,0     Cagliari
2005-2006,14.05.2006,Empoli       1,-,2     Ascoli
2006-2007,09.09.2006,Roma       2,-,0     Livorno
2006-2007,10.09.2006,Atalanta       3,-,1     Ascoli
2006-2007,16.09.2006,Reggina       2,-,1     Cagliari
2006-2007,17.09.2006,Ascoli       1,-,1     Messina
2006-2007,20.09.2006,Atalanta       0,-,0     Empoli
2006-2007,23.09.2006,Livorno       0,-,0     Milan
2006-2007,24.09.2006,Ascoli       1,-,1     Sampdoria
2006-2007,30.09.2006,Atalanta       1,-,1     Reggina
2006-2007,01.10.2006,Cagliari       1,-,1     Inter
2006-2007,14.10.2006,Sampdoria       1,-,1     Milan
2006-2007,15.10.2006,Ascoli       0,-,2     Livorno
2006-2007,21.10.2006,Messina       2,-,2     Empoli
2006-2007,22.10.2006,Atalanta       3,-,2     Sampdoria
2006-2007,25.10.2006,Atalanta       3,-,3     Cagliari
2006-2007,28.10.2006,Udinese       0,-,1     Roma
2006-2007,29.10.2006,Ascoli       0,-,1     Siena
2006-2007,04.11.2006,Siena       2,-,2     Parma
2006-2007,05.11.2006,Atalanta       2,-,0     Milan
2006-2007,11.11.2006,Fiorentina       3,-,1     Atalanta
2006-2007,12.11.2006,Ascoli       0,-,1     Empoli
2006-2007,18.11.2006,Empoli       0,-,0     Milan
2006-2007,19.11.2006,Ascoli       1,-,1     Fiorentina
2006-2007,25.11.2006,Chievo       2,-,0     Udinese
2006-2007,26.11.2006,Atalanta       1,-,2     Torino
2006-2007,02.12.2006,Inter       2,-,0     Siena
2006-2007,03.12.2006,Cagliari       2,-,2     Milan
2006-2007,09.12.2006,Reggina       2,-,1     Ascoli
2006-2007,10.12.2006,Atalanta       3,-,2     Messina
2006-2007,16.12.2006,Fiorentina       2,-,2     Milan
2006-2007,17.12.2006,Ascoli       0,-,2     Torino
2006-2007,20.12.2006,Atalanta       1,-,2     Udinese
2006-2007,23.12.2006,Ascoli       3,-,0     Chievo
2006-2007,13.01.2007,Empoli       2,-,0     Parma
2006-2007,14.01.2007,Atalanta       5,-,1     Livorno
2006-2007,20.01.2007,Ascoli       1,-,3     Atalanta
2006-2007,21.01.2007,Inter       3,-,1     Fiorentina
2006-2007,24.01.2007,Catania       2,-,1     Empoli
2006-2007,27.01.2007,Torino       2,-,3     Udinese
2006-2007,28.01.2007,Messina       1,-,2     Ascoli
2006-2007,02.02.2007,Catania       1,-,2     Palermo
2006-2007,11.02.2007,Sampdoria       2,-,0     Ascoli
2006-2007,17.02.2007,Inter       1,-,0     Cagliari
2006-2007,18.02.2007,Reggina       1,-,1     Atalanta
2006-2007,24.02.2007,Chievo       3,-,0     Torino
2006-2007,25.02.2007,Livorno       0,-,0     Ascoli
2006-2007,28.02.2007,Sampdoria       2,-,1     Atalanta
2006-2007,03.03.2007,Livorno       1,-,2     Inter
2006-2007,04.03.2007,Cagliari       2,-,0     Atalanta
2006-2007,10.03.2007,Sampdoria       1,-,1     Cagliari
2006-2007,11.03.2007,Siena       0,-,1     Ascoli
2006-2007,17.03.2007,Sampdoria       1,-,1     Palermo
2006-2007,18.03.2007,Milan       1,-,0     Atalanta
2006-2007,31.03.2007,Reggina       0,-,1     Siena
2006-2007,01.04.2007,Empoli       4,-,1     Ascoli
2006-2007,07.04.2007,Fiorentina       4,-,0     Ascoli
2006-2007,14.04.2007,Cagliari       0,-,0     Empoli
2006-2007,15.04.2007,Torino       1,-,2     Atalanta
2006-2007,18.04.2007,Empoli       2,-,0     Atalanta
2006-2007,21.04.2007,Sampdoria       3,-,1     Messina
2006-2007,22.04.2007,Lazio       0,-,1     Fiorentina
2006-2007,28.04.2007,Torino       0,-,1     Milan
2006-2007,29.04.2007,Messina       0,-,0     Atalanta
2006-2007,02.05.2007,Catania       3,-,3     Ascoli
2006-2007,06.05.2007,Torino       1,-,0     Ascoli
2006-2007,13.05.2007,Udinese       2,-,3     Atalanta
2006-2007,19.05.2007,Milan       2,-,3     Udinese
2006-2007,20.05.2007,Chievo       1,-,0     Ascoli
2006-2007,27.05.2007,Livorno       4,-,2     Atalanta
2007-2008,25.08.2007,Lazio       2,-,2     Torino
2007-2008,26.08.2007,Fiorentina       3,-,1     Empoli
2007-2008,01.09.2007,Empoli       0,-,2     Inter
2007-2008,02.09.2007,Atalanta       2,-,0     Parma
2007-2008,03.09.2007,Milan       1,-,1     Fiorentina
2007-2008,15.09.2007,Siena       1,-,1     Milan
2007-2008,16.09.2007,Fiorentina       2,-,2     Atalanta
2007-2008,22.09.2007,Udinese       2,-,0     Reggina
2007-2008,23.09.2007,Atalanta       2,-,1     Lazio
2007-2008,26.09.2007,Catania       1,-,0     Empoli
2007-2008,29.09.2007,Roma       1,-,4     Inter
2007-2008,30.09.2007,Cagliari       1,-,0     Siena
2007-2008,06.10.2007,Atalanta       0,-,0     Udinese
2007-2008,07.10.2007,Catania       1,-,0     Livorno
2007-2008,20.10.2007,Roma       4,-,4     Napoli
2007-2008,21.10.2007,Atalanta       2,-,2     Torino
2007-2008,27.10.2007,Torino       2,-,0     Cagliari
2007-2008,28.10.2007,Catania       2,-,0     Sampdoria
2007-2008,31.10.2007,Atalanta       2,-,2     Cagliari
2007-2008,03.11.2007,Lazio       0,-,1     Fiorentina
2007-2008,04.11.2007,Cagliari       0,-,3     Sampdoria
2007-2008,10.11.2007,Sampdoria       3,-,0     Empoli
2007-2008,11.11.2007,Fiorentina       1,-,2     Udinese
2007-2008,24.11.2007,Genoa       0,-,1     Roma
2007-2008,25.11.2007,Cagliari       1,-,2     Milan
