La Liga
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2000-2001,09.09.2000,R. Sociedad       2,-,2     R. Santander
2000-2001,10.09.2000,Osasuna       0,-,2     Celta Vigo
2000-2001,16.09.2000,Ath. Bilbao       3,-,1     Barcelona
2000-2001,17.09.2000,Celta Vigo       4,-,1     R. Sociedad
2000-2001,23.09.2000,R. Sociedad       1,-,1     Deportivo
2000-2001,24.09.2000,Celta Vigo       1,-,0     Espanyol
2000-2001,30.09.2000,R. Santander       0,-,0     Real Madrid
2000-2001,01.10.2000,Alaves       2,-,0     Osasuna
2000-2001,14.10.2000,Espanyol       0,-,0     Rayo Vallecano
2000-2001,15.10.2000,Osasuna       0,-,0     Real Oviedo
2000-2001,18.10.2000,Espanyol       1,-,2     R. Sociedad
2000-2001,21.10.2000,Valencia       1,-,0     Real Zaragoza
2000-2001,22.10.2000,Rayo Vallecano       4,-,1     R. Sociedad
2000-2001,28.10.2000,Numancia       1,-,2     Deportivo
2000-2001,29.10.2000,Rayo Vallecano       0,-,1     Alaves
2000-2001,31.10.2000,Deportivo       4,-,0     Las Palmas
2000-2001,01.11.2000,Alaves       0,-,1     R. Sociedad
2000-2001,04.11.2000,Numancia       3,-,1     Real Madrid
2000-2001,05.11.2000,Alaves       4,-,0     Real Oviedo
2000-2001,11.11.2000,Deportivo       2,-,0     Real Zaragoza
2000-2001,12.11.2000,Real Oviedo       1,-,0     R. Sociedad
2000-2001,18.11.2000,Osasuna       1,-,1     Deportivo
2000-2001,19.11.2000,Real Oviedo       4,-,1     R. Valladolid
2000-2001,25.11.2000,Mallorca       2,-,1     Villarreal
2000-2001,26.11.2000,R. Valladolid       2,-,1     R. Sociedad
2000-2001,02.12.2000,R. Valladolid       0,-,0     Valencia
2000-2001,03.12.2000,Real Oviedo       3,-,2     Malaga
2000-2001,09.12.2000,Numancia       1,-,1     Real Zaragoza
2000-2001,10.12.2000,Malaga       3,-,1     R. Valladolid
2000-2001,16.12.2000,Rayo Vallecano       2,-,2     Barcelona
2000-2001,17.12.2000,R. Valladolid       0,-,0     Ath. Bilbao
2000-2001,19.12.2000,Real Madrid       3,-,1     Rayo Vallecano
2000-2001,20.12.2000,R. Santander       2,-,2     R. Valladolid
2000-2001,06.01.2001,Malaga       2,-,1     Ath. Bilbao
2000-2001,07.01.2001,Valencia       1,-,0     R. Santander
2000-2001,13.01.2001,Deportivo       2,-,0     Valencia
2000-2001,14.01.2001,R. Sociedad       0,-,2     Ath. Bilbao
2000-2001,20.01.2001,Valencia       0,-,1     Barcelona
2000-2001,21.01.2001,Ath. Bilbao       3,-,1     R. Santander
2000-2001,24.01.2001,Real Madrid       3,-,0     Real Zaragoza
2000-2001,27.01.2001,Espanyol       5,-,0     Real Zaragoza
2000-2001,28.01.2001,Celta Vigo       1,-,0     Osasuna
2000-2001,03.02.2001,Barcelona       7,-,0     Ath. Bilbao
2000-2001,04.02.2001,R. Sociedad       2,-,2     Celta Vigo
2000-2001,10.02.2001,Ath. Bilbao       1,-,0     Real Madrid
2000-2001,11.02.2001,Malaga       0,-,1     Mallorca
2000-2001,17.02.2001,Real Madrid       1,-,0     R. Santander
2000-2001,18.02.2001,R. Sociedad       2,-,1     Espanyol
2000-2001,24.02.2001,Deportivo       2,-,2     Real Madrid
2000-2001,25.02.2001,Rayo Vallecano       1,-,1     Espanyol
2000-2001,03.03.2001,Mallorca       2,-,1     Deportivo
2000-2001,04.03.2001,Espanyol       0,-,0     Alaves
2000-2001,10.03.2001,Valencia       1,-,0     Osasuna
2000-2001,11.03.2001,Alaves       4,-,2     Rayo Vallecano
2000-2001,17.03.2001,Las Palmas       2,-,0     Deportivo
2000-2001,18.03.2001,R. Sociedad       1,-,1     Alaves
2000-2001,31.03.2001,Real Madrid       1,-,0     Numancia
2000-2001,01.04.2001,Real Oviedo       3,-,3     Alaves
2000-2001,07.04.2001,Rayo Vallecano       1,-,4     Valencia
2000-2001,08.04.2001,R. Sociedad       3,-,0     Real Oviedo
2000-2001,14.04.2001,Deportivo       2,-,1     Osasuna
2000-2001,15.04.2001,R. Valladolid       1,-,0     Real Oviedo
2000-2001,21.04.2001,Celta Vigo       2,-,1     Deportivo
2000-2001,22.04.2001,R. Sociedad       3,-,1     R. Valladolid
2000-2001,28.04.2001,Valencia       1,-,0     R. Valladolid
2000-2001,29.04.2001,Malaga       2,-,2     Real Oviedo
2000-2001,05.05.2001,Celta Vigo       3,-,0     Real Madrid
2000-2001,06.05.2001,R. Valladolid       0,-,0     Malaga
2000-2001,11.05.2001,Deportivo       2,-,1     Alaves
2000-2001,12.05.2001,Villarreal       1,-,3     R. Sociedad
2000-2001,13.05.2001,Malaga       3,-,0     Valencia
2000-2001,18.05.2001,Valencia       1,-,0     Ath. Bilbao
2000-2001,19.05.2001,Alaves       0,-,1     Barcelona
2000-2001,20.05.2001,R. Valladolid       1,-,1     R. Santander
2000-2001,26.05.2001,Real Madrid       5,-,0     Alaves
2000-2001,27.05.2001,Ath. Bilbao       1,-,3     Malaga
2000-2001,10.06.2001,Espanyol       3,-,2     Las Palmas
2000-2001,16.06.2001,R. Santander       3,-,0     Ath. Bilbao
2000-2001,17.06.2001,Deportivo       4,-,0     Malaga
2001-2002,25.08.2001,Valencia       1,-,0     Real Madrid
2001-2002,26.08.2001,Deportivo       4,-,0     R. Valladolid
2001-2002,08.09.2001,Villarreal       3,-,0     Osasuna
2001-2002,09.09.2001,Celta Vigo       3,-,0     Tenerife
2001-2002,15.09.2001,Deportivo       1,-,2     Ath. Bilbao
2001-2002,16.09.2001,Malaga       1,-,2     R. Valladolid
2001-2002,22.09.2001,Real Madrid       5,-,1     Espanyol
2001-2002,23.09.2001,R. Valladolid       0,-,2     Real Betis
2001-2002,29.09.2001,R. Sociedad       0,-,2     Barcelona
2001-2002,30.09.2001,Real Betis       1,-,0     Las Palmas
2001-2002,03.10.2001,R. Valladolid       0,-,1     Espanyol
2001-2002,04.10.2001,Celta Vigo       1,-,1     Valencia
2001-2002,06.10.2001,Real Madrid       2,-,0     Ath. Bilbao
2001-2002,07.10.2001,R. Valladolid       1,-,0     Las Palmas
2001-2002,13.10.2001,Alaves       0,-,0     Real Madrid
2001-2002,14.10.2001,Las Palmas       2,-,0     Espanyol
2001-2002,20.10.2001,Real Betis       1,-,1     Villarreal
2001-2002,21.10.2001,R. Valladolid       1,-,3     Alaves
2001-2002,27.10.2001,Rayo Vallecano       2,-,1     Deportivo
2001-2002,28.10.2001,Alaves       1,-,0     Las Palmas
2001-2002,03.11.2001,Ath. Bilbao       2,-,1     Alaves
2001-2002,04.11.2001,Las Palmas       4,-,2     Celta Vigo
2001-2002,10.11.2001,Sevilla       0,-,0     Real Betis
2001-2002,11.11.2001,Alaves       2,-,1     Espanyol
2001-2002,17.11.2001,Real Madrid       2,-,1     Sevilla
2001-2002,18.11.2001,Alaves       1,-,0     Celta Vigo
2001-2002,24.11.2001,Barcelona       1,-,2     Ath. Bilbao
2001-2002,25.11.2001,Celta Vigo       4,-,1     Espanyol
2001-2002,01.12.2001,Real Madrid       2,-,1     Osasuna
2001-2002,02.12.2001,Ath. Bilbao       2,-,1     Real Zaragoza
2001-2002,08.12.2001,Sevilla       3,-,3     Ath. Bilbao
2001-2002,09.12.2001,Villarreal       1,-,1     Espanyol
2001-2002,15.12.2001,Real Madrid       3,-,1     R. Sociedad
2001-2002,16.12.2001,Villarreal       0,-,1     Barcelona
2001-2002,22.12.2001,Sevilla       0,-,1     Celta Vigo
2001-2002,23.12.2001,Real Zaragoza       3,-,2     Villarreal
2001-2002,05.01.2002,Villarreal       0,-,2     Sevilla
2001-2002,06.01.2002,Alaves       0,-,2     Osasuna
2001-2002,12.01.2002,Villarreal       1,-,1     Rayo Vallecano
2001-2002,13.01.2002,Real Betis       1,-,1     Malaga
2001-2002,19.01.2002,R. Sociedad       1,-,2     Alaves
2001-2002,20.01.2002,Espanyol       1,-,1     Real Betis
2001-2002,23.01.2002,Rayo Vallecano       2,-,0     Alaves
2001-2002,26.01.2002,Celta Vigo       3,-,1     R. Sociedad
2001-2002,27.01.2002,R. Valladolid       0,-,0     Malaga
2001-2002,02.02.2002,Mallorca       0,-,1     Celta Vigo
2001-2002,03.02.2002,Espanyol       2,-,1     Real Madrid
2001-2002,05.02.2002,Celta Vigo       0,-,2     Deportivo
2001-2002,06.02.2002,R. Valladolid       2,-,1     Real Madrid
2001-2002,09.02.2002,Valencia       0,-,0     Celta Vigo
2001-2002,10.02.2002,Espanyol       1,-,0     R. Valladolid
2001-2002,16.02.2002,Ath. Bilbao       2,-,1     Real Madrid
2001-2002,17.02.2002,Las Palmas       1,-,1     R. Valladolid
2001-2002,23.02.2002,Real Madrid       3,-,1     Alaves
2001-2002,24.02.2002,Espanyol       3,-,1     Las Palmas
2001-2002,02.03.2002,Celta Vigo       0,-,1     Real Madrid
2001-2002,03.03.2002,Alaves       3,-,1     R. Valladolid
2001-2002,09.03.2002,Real Betis       2,-,1     Barcelona
2001-2002,10.03.2002,Espanyol       2,-,0     Ath. Bilbao
2001-2002,16.03.2002,Osasuna       1,-,3     Deportivo
2001-2002,17.03.2002,Alaves       2,-,3     Ath. Bilbao
2001-2002,23.03.2002,Real Betis       0,-,0     Sevilla
2001-2002,24.03.2002,Espanyol       1,-,2     Alaves
2001-2002,30.03.2002,Sevilla       0,-,1     Real Madrid
2001-2002,31.03.2002,Villarreal       5,-,2     Ath. Bilbao
2001-2002,06.04.2002,Real Madrid       3,-,1     Rayo Vallecano
2001-2002,07.04.2002,Espanyol       2,-,0     Celta Vigo
2001-2002,13.04.2002,Mallorca       1,-,1     Valencia
2001-2002,14.04.2002,Villarreal       2,-,1     Celta Vigo
2001-2002,20.04.2002,Celta Vigo       2,-,1     Barcelona
2001-2002,21.04.2002,Espanyol       3,-,1     Villarreal
2001-2002,27.04.2002,Barcelona       4,-,1     Villarreal
2001-2002,28.04.2002,Real Zaragoza       0,-,1     Celta Vigo
2001-2002,05.05.2002,Barcelona       2,-,0     Espanyol
2001-2002,10.05.2002,Deportivo       3,-,0     Real Madrid
2001-2002,11.05.2002,Real Zaragoza       1,-,1     Barcelona
2002-2003,31.08.2002,R. Santander       0,-,1     R. Valladolid
2002-2003,01.09.2002,Rayo Vallecano       2,-,2     Alaves
2002-2003,02.09.2002,Real Madrid       2,-,0     Espanyol
2002-2003,14.09.2002,Osasuna       1,-,2     Deportivo
2002-2003,15.09.2002,Espanyol       1,-,3     R. Sociedad
2002-2003,21.09.2002,Barcelona       2,-,0     Espanyol
2002-2003,22.09.2002,Mallorca       0,-,4     Atl. Madrid
2002-2003,28.09.2002,Real Betis       3,-,0     Barcelona
2002-2003,29.09.2002,Ath. Bilbao       0,-,2     Mallorca
2002-2003,05.10.2002,Huelva       1,-,2     Ath. Bilbao
2002-2003,06.10.2002,R. Sociedad       2,-,1     R. Valladolid
2002-2003,08.10.2002,Real Betis       1,-,1     Real Madrid
2002-2003,19.10.2002,Villarreal       3,-,1     Deportivo
2002-2003,20.10.2002,Ath. Bilbao       1,-,1     Malaga
2002-2003,26.10.2002,Barcelona       6,-,1     Alaves
2002-2003,27.10.2002,Mallorca       2,-,0     Osasuna
2002-2003,02.11.2002,Atl. Madrid       2,-,0     Rayo Vallecano
2002-2003,03.11.2002,Ath. Bilbao       2,-,1     Celta Vigo
2002-2003,09.11.2002,Rayo Vallecano       2,-,3     Real Madrid
2002-2003,10.11.2002,Celta Vigo       1,-,0     Espanyol
2002-2003,16.11.2002,Villarreal       1,-,0     Sevilla
2002-2003,17.11.2002,Ath. Bilbao       2,-,1     Rayo Vallecano
2002-2003,23.11.2002,Barcelona       0,-,0     Real Madrid
2002-2003,24.11.2002,Ath. Bilbao       4,-,1     Espanyol
2002-2003,30.11.2002,Osasuna       1,-,0     Atl. Madrid
2002-2003,01.12.2002,Espanyol       3,-,1     Rayo Vallecano
2002-2003,07.12.2002,Rayo Vallecano       1,-,0     Barcelona
2002-2003,08.12.2002,Ath. Bilbao       1,-,3     Osasuna
2002-2003,14.12.2002,Alaves       2,-,0     Atl. Madrid
2002-2003,15.12.2002,Deportivo       1,-,0     Malaga
2002-2003,21.12.2002,Ath. Bilbao       2,-,0     Alaves
2002-2003,22.12.2002,Espanyol       1,-,0     R. Valladolid
2002-2003,02.01.2003,Real Madrid       3,-,0     Sevilla
2002-2003,04.01.2003,Osasuna       0,-,1     Rayo Vallecano
2002-2003,05.01.2003,Barcelona       3,-,0     Huelva
2002-2003,11.01.2003,Celta Vigo       0,-,1     Real Madrid
2002-2003,12.01.2003,Ath. Bilbao       0,-,1     Villarreal
2002-2003,18.01.2003,R. Sociedad       1,-,0     Celta Vigo
2002-2003,19.01.2003,Deportivo       2,-,1     Ath. Bilbao
2002-2003,25.01.2003,Atl. Madrid       1,-,2     R. Sociedad
2002-2003,26.01.2003,Espanyol       3,-,1     Deportivo
2002-2003,01.02.2003,Atl. Madrid       3,-,0     Barcelona
2002-2003,02.02.2003,Ath. Bilbao       3,-,0     R. Sociedad
2002-2003,08.02.2003,Villarreal       1,-,0     R. Valladolid
2002-2003,09.02.2003,Deportivo       1,-,1     Osasuna
2002-2003,15.02.2003,Espanyol       0,-,2     Barcelona
2002-2003,16.02.2003,Ath. Bilbao       2,-,0     Sevilla
2002-2003,22.02.2003,Deportivo       6,-,0     Alaves
2002-2003,23.02.2003,Mallorca       1,-,1     Ath. Bilbao
2002-2003,01.03.2003,Espanyol       2,-,0     Mallorca
2002-2003,02.03.2003,Atl. Madrid       2,-,1     Malaga
2002-2003,08.03.2003,Real Madrid       4,-,1     R. Santander
2002-2003,09.03.2003,Mallorca       2,-,1     Real Betis
2002-2003,15.03.2003,Deportivo       2,-,0     Rayo Vallecano
2002-2003,16.03.2003,Atl. Madrid       0,-,1     Celta Vigo
2002-2003,22.03.2003,Rayo Vallecano       0,-,0     Atl. Madrid
2002-2003,23.03.2003,Barcelona       6,-,1     R. Santander
2002-2003,05.04.2003,Espanyol       0,-,0     Celta Vigo
2002-2003,06.04.2003,Ath. Bilbao       1,-,0     Atl. Madrid
2002-2003,12.04.2003,Sevilla       3,-,1     Villarreal
2002-2003,13.04.2003,Atl. Madrid       3,-,3     Espanyol
2002-2003,19.04.2003,R. Valladolid       1,-,0     Valencia
2002-2003,20.04.2003,Deportivo       3,-,1     Sevilla
2002-2003,26.04.2003,Atl. Madrid       0,-,1     Osasuna
2002-2003,27.04.2003,Celta Vigo       0,-,0     R. Valladolid
2002-2003,03.05.2003,R. Sociedad       1,-,0     Sevilla
2002-2003,04.05.2003,Barcelona       3,-,0     Rayo Vallecano
2002-2003,10.05.2003,Ath. Bilbao       0,-,0     R. Valladolid
2002-2003,11.05.2003,Celta Vigo       2,-,2     R. Santander
2002-2003,17.05.2003,Deportivo       1,-,2     Valencia
2002-2003,18.05.2003,Osasuna       2,-,1     Real Betis
2002-2003,24.05.2003,Ath. Bilbao       2,-,1     R. Santander
2002-2003,25.05.2003,Espanyol       3,-,1     Alaves
2002-2003,31.05.2003,Real Madrid       1,-,1     Celta Vigo
2002-2003,01.06.2003,Deportivo       3,-,2     Atl. Madrid
2002-2003,14.06.2003,R. Valladolid       2,-,0     Rayo Vallecano
2002-2003,15.06.2003,Ath. Bilbao       3,-,2     Deportivo
2002-2003,21.06.2003,Mallorca       1,-,0     Malaga
2002-2003,22.06.2003,Barcelona       2,-,0     Celta Vigo
2003-2004,30.08.2003,Espanyol       1,-,1     R. Sociedad
2003-2004,31.08.2003,R. Santander       2,-,1     Mallorca
2003-2004,02.09.2003,Villarreal       1,-,1     Real Madrid
2003-2004,03.09.2003,Murcia       1,-,1     R. Santander
2003-2004,13.09.2003,Real Madrid       7,-,2     R. Valladolid
2003-2004,14.09.2003,Osasuna       1,-,0     Atl. Madrid
2003-2004,20.09.2003,Barcelona       1,-,1     Osasuna
2003-2004,21.09.2003,Deportivo       3,-,0     Albacete
2003-2004,27.09.2003,Osasuna       3,-,2     Deportivo
2003-2004,28.09.2003,Albacete       2,-,0     Mallorca
2003-2004,04.10.2003,Deportivo       5,-,1     Atl. Madrid
2003-2004,05.10.2003,Mallorca       1,-,1     Osasuna
2003-2004,18.10.2003,Celta Vigo       0,-,2     Real Madrid
2003-2004,19.10.2003,Ath. Bilbao       2,-,0     Villarreal
2003-2004,25.10.2003,Malaga       2,-,1     Real Zaragoza
2003-2004,26.10.2003,R. Sociedad       1,-,0     Osasuna
2003-2004,28.10.2003,Real Zaragoza       0,-,0     Real Madrid
2003-2004,29.10.2003,Deportivo       0,-,2     Mallorca
2003-2004,30.10.2003,Atl. Madrid       4,-,0     R. Sociedad
2003-2004,01.11.2003,Murcia       0,-,0     Deportivo
2003-2004,02.11.2003,Real Betis       1,-,2     Atl. Madrid
2003-2004,08.11.2003,Ath. Bilbao       1,-,0     Espanyol
2003-2004,09.11.2003,Mallorca       4,-,1     Murcia
2003-2004,22.11.2003,R. Sociedad       0,-,1     Mallorca
2003-2004,23.11.2003,R. Valladolid       3,-,1     Atl. Madrid
2003-2004,29.11.2003,Murcia       2,-,2     R. Sociedad
2003-2004,30.11.2003,Mallorca       2,-,1     Real Betis
2003-2004,02.12.2003,R. Sociedad       0,-,0     Valencia
2003-2004,03.12.2003,Real Betis       1,-,1     Murcia
2003-2004,04.12.2003,R. Santander       0,-,4     Sevilla
2003-2004,06.12.2003,Osasuna       3,-,2     Celta Vigo
2003-2004,07.12.2003,Murcia       1,-,1     Villarreal
2003-2004,13.12.2003,Espanyol       1,-,3     Barcelona
2003-2004,14.12.2003,Real Betis       0,-,1     Valencia
2003-2004,20.12.2003,R. Sociedad       1,-,3     R. Valladolid
2003-2004,21.12.2003,Real Betis       1,-,3     Villarreal
2003-2004,03.01.2004,Real Madrid       1,-,0     Murcia
2003-2004,04.01.2004,R. Valladolid       0,-,0     Real Betis
2003-2004,10.01.2004,Mallorca       2,-,4     Celta Vigo
2003-2004,11.01.2004,Villarreal       3,-,1     R. Valladolid
2003-2004,17.01.2004,R. Valladolid       0,-,0     Valencia
2003-2004,18.01.2004,Villarreal       2,-,0     Malaga
2003-2004,24.01.2004,Real Madrid       2,-,1     Villarreal
2003-2004,25.01.2004,Malaga       2,-,3     R. Valladolid
2003-2004,31.01.2004,Atl. Madrid       1,-,1     Osasuna
2003-2004,01.02.2004,R. Valladolid       2,-,3     Real Madrid
2003-2004,07.02.2004,Valencia       3,-,0     Atl. Madrid
2003-2004,08.02.2004,Espanyol       2,-,0     R. Valladolid
2003-2004,14.02.2004,Murcia       1,-,3     Sevilla
2003-2004,15.02.2004,Malaga       5,-,2     Espanyol
2003-2004,21.02.2004,Atl. Madrid       0,-,0     Deportivo
2003-2004,22.02.2004,R. Santander       1,-,0     R. Valladolid
2003-2004,28.02.2004,R. Valladolid       1,-,2     Real Zaragoza
2003-2004,29.02.2004,Espanyol       2,-,1     Valencia
2003-2004,06.03.2004,Celta Vigo       1,-,5     Espanyol
2003-2004,07.03.2004,Real Zaragoza       1,-,0     Malaga
2003-2004,13.03.2004,Real Madrid       1,-,1     Real Zaragoza
2003-2004,14.03.2004,Espanyol       0,-,1     R. Santander
2003-2004,20.03.2004,Ath. Bilbao       4,-,2     Real Madrid
2003-2004,21.03.2004,R. Santander       4,-,4     Celta Vigo
2003-2004,27.03.2004,R. Sociedad       1,-,2     Deportivo
2003-2004,28.03.2004,R. Santander       0,-,3     Valencia
2003-2004,03.04.2004,Sevilla       1,-,0     Espanyol
2003-2004,04.04.2004,Real Zaragoza       2,-,2     R. Santander
2003-2004,10.04.2004,R. Valladolid       1,-,3     Barcelona
2003-2004,11.04.2004,R. Santander       1,-,2     Ath. Bilbao
2003-2004,14.04.2004,Real Betis       1,-,1     Barcelona
2003-2004,17.04.2004,Deportivo       1,-,1     R. Valladolid
2003-2004,18.04.2004,Sevilla       5,-,2     R. Santander
2003-2004,24.04.2004,Espanyol       3,-,1     Atl. Madrid
2003-2004,25.04.2004,Real Zaragoza       4,-,4     Sevilla
2003-2004,01.05.2004,Atl. Madrid       3,-,2     Celta Vigo
2003-2004,02.05.2004,Murcia       2,-,1     R. Valladolid
2003-2004,08.05.2004,Celta Vigo       1,-,0     Barcelona
2003-2004,09.05.2004,Ath. Bilbao       1,-,1     Albacete
2003-2004,14.05.2004,Villarreal       2,-,1     Valencia
2003-2004,15.05.2004,Deportivo       3,-,0     Celta Vigo
2003-2004,16.05.2004,Albacete       1,-,4     Sevilla
2003-2004,23.05.2004,R. Santander       0,-,1     Deportivo
2004-2005,28.08.2004,Atl. Madrid       2,-,0     Malaga
2004-2005,29.08.2004,R. Sociedad       1,-,1     Levante
2004-2005,30.08.2004,Valencia       2,-,1     Villarreal
2004-2005,11.09.2004,Ath. Bilbao       2,-,2     Valencia
2004-2005,12.09.2004,Deportivo       1,-,3     Osasuna
2004-2005,18.09.2004,Osasuna       3,-,2     Real Betis
2004-2005,19.09.2004,R. Santander       1,-,1     Villarreal
2004-2005,21.09.2004,Real Madrid       1,-,0     Osasuna
2004-2005,22.09.2004,Albacete       0,-,0     Mallorca
2004-2005,23.09.2004,Barcelona       4,-,1     Real Zaragoza
2004-2005,25.09.2004,Atl. Madrid       1,-,0     Villarreal
2004-2005,26.09.2004,Espanyol       1,-,0     Malaga
2004-2005,02.10.2004,Real Betis       1,-,1     Valencia
2004-2005,03.10.2004,Albacete       1,-,0     Espanyol
2004-2005,16.10.2004,Deportivo       2,-,1     Getafe
2004-2005,17.10.2004,Ath. Bilbao       1,-,0     Malaga
2004-2005,23.10.2004,Malaga       1,-,1     Deportivo
2004-2005,24.10.2004,Albacete       1,-,0     Ath. Bilbao
2004-2005,30.10.2004,Ath. Bilbao       1,-,1     Barcelona
2004-2005,31.10.2004,Espanyol       0,-,0     Villarreal
2004-2005,06.11.2004,Barcelona       2,-,1     Deportivo
2004-2005,07.11.2004,R. Sociedad       0,-,2     Espanyol
2004-2005,13.11.2004,Ath. Bilbao       2,-,1     Villarreal
2004-2005,14.11.2004,Mallorca       1,-,1     Atl. Madrid
2004-2005,20.11.2004,Villarreal       0,-,2     Deportivo
2004-2005,21.11.2004,Albacete       1,-,1     Getafe
2004-2005,27.11.2004,Ath. Bilbao       3,-,0     R. Santander
2004-2005,28.11.2004,Real Betis       2,-,1     Villarreal
2004-2005,04.12.2004,Albacete       0,-,1     Valencia
2004-2005,05.12.2004,R. Santander       2,-,2     Deportivo
2004-2005,11.12.2004,Albacete       1,-,2     Barcelona
2004-2005,12.12.2004,Deportivo       2,-,2     Sevilla
2004-2005,18.12.2004,Levante       1,-,1     Albacete
2004-2005,19.12.2004,R. Sociedad       1,-,1     Getafe
2004-2005,21.12.2004,Barcelona       2,-,1     Levante
2004-2005,22.12.2004,Albacete       2,-,2     Villarreal
2004-2005,05.01.2005,Real Madrid       2,-,1     R. Sociedad
2004-2005,08.01.2005,Sevilla       0,-,0     Getafe
2004-2005,09.01.2005,R. Sociedad       0,-,2     Albacete
2004-2005,15.01.2005,Getafe       1,-,1     Atl. Madrid
2004-2005,16.01.2005,Albacete       0,-,0     R. Santander
2004-2005,22.01.2005,Barcelona       3,-,0     R. Santander
2004-2005,23.01.2005,Getafe       3,-,0     Real Zaragoza
2004-2005,29.01.2005,Atl. Madrid       3,-,1     Albacete
2004-2005,30.01.2005,Espanyol       2,-,2     Real Betis
2004-2005,05.02.2005,R. Sociedad       3,-,3     Valencia
2004-2005,06.02.2005,Albacete       2,-,1     Real Zaragoza
2004-2005,12.02.2005,Real Zaragoza       1,-,4     Barcelona
2004-2005,13.02.2005,Atl. Madrid       0,-,0     Levante
2004-2005,19.02.2005,Barcelona       2,-,0     Mallorca
2004-2005,20.02.2005,Albacete       1,-,2     Numancia
2004-2005,26.02.2005,Espanyol       2,-,1     Albacete
2004-2005,27.02.2005,Sevilla       2,-,2     R. Santander
2004-2005,01.03.2005,Barcelona       0,-,0     Espanyol
2004-2005,02.03.2005,Albacete       1,-,1     Osasuna
2004-2005,04.03.2005,Atl. Madrid       3,-,0     Sevilla
2004-2005,05.03.2005,Osasuna       0,-,1     Barcelona
2004-2005,06.03.2005,Real Betis       2,-,2     Getafe
2004-2005,12.03.2005,Barcelona       2,-,0     Ath. Bilbao
2004-2005,13.03.2005,Albacete       0,-,1     Deportivo
2004-2005,16.03.2005,Ath. Bilbao       1,-,2     Getafe
2004-2005,19.03.2005,Real Betis       2,-,1     Albacete
2004-2005,20.03.2005,Ath. Bilbao       3,-,1     Levante
2004-2005,02.04.2005,R. Sociedad       2,-,0     Osasuna
2004-2005,03.04.2005,Barcelona       3,-,3     Real Betis
2004-2005,09.04.2005,Numancia       1,-,0     Atl. Madrid
2004-2005,10.04.2005,Real Betis       2,-,2     Levante
2004-2005,16.04.2005,Atl. Madrid       0,-,0     Espanyol
2004-2005,17.04.2005,Albacete       1,-,2     Malaga
2004-2005,23.04.2005,Osasuna       1,-,0     Atl. Madrid
2004-2005,24.04.2005,Real Betis       2,-,3     R. Sociedad
2004-2005,28.04.2005,Osasuna       3,-,2     Villarreal
2004-2005,30.04.2005,Atl. Madrid       1,-,1     Ath. Bilbao
2004-2005,01.05.2005,R. Santander       1,-,1     Real Betis
2004-2005,07.05.2005,Ath. Bilbao       2,-,0     Real Zaragoza
2004-2005,08.05.2005,Albacete       3,-,1     Levante
2004-2005,14.05.2005,Sevilla       2,-,2     Real Madrid
2004-2005,15.05.2005,R. Sociedad       1,-,3     Malaga
2004-2005,21.05.2005,Real Betis       3,-,2     Real Zaragoza
2004-2005,22.05.2005,Albacete       2,-,2     R. Sociedad
2004-2005,28.05.2005,R. Sociedad       0,-,0     Barcelona
2004-2005,29.05.2005,R. Santander       1,-,0     Albacete
2005-2006,27.08.2005,Alaves       0,-,0     Barcelona
2005-2006,28.08.2005,Sevilla       1,-,0     R. Santander
2005-2006,10.09.2005,Real Madrid       2,-,3     Celta Vigo
2005-2006,11.09.2005,Villarreal       1,-,1     Sevilla
2005-2006,17.09.2005,Valencia       2,-,2     Deportivo
2005-2006,18.09.2005,Cadiz       1,-,1     Villarreal
2005-2006,21.09.2005,Villarreal       1,-,2     Celta Vigo
2005-2006,22.09.2005,Real Madrid       3,-,1     Ath. Bilbao
2005-2006,24.09.2005,Valencia       2,-,1     R. Sociedad
2005-2006,25.09.2005,Alaves       0,-,3     Real Madrid
2005-2006,01.10.2005,Barcelona       2,-,2     Real Zaragoza
2005-2006,02.10.2005,Villarreal       3,-,1     Ath. Bilbao
2005-2006,15.10.2005,Alaves       1,-,1     Villarreal
2005-2006,16.10.2005,Real Betis       1,-,0     Getafe
2005-2006,22.10.2005,Sevilla       2,-,0     Alaves
2005-2006,23.10.2005,Villarreal       3,-,0     Mallorca
2005-2006,26.10.2005,Real Betis       2,-,3     Villarreal
2005-2006,27.10.2005,Real Zaragoza       1,-,1     R. Santander
2005-2006,29.10.2005,Real Betis       0,-,2     Real Madrid
2005-2006,30.10.2005,Valencia       1,-,1     R. Santander
2005-2006,05.11.2005,R. Sociedad       1,-,2     Osasuna
2005-2006,06.11.2005,Sevilla       0,-,0     Atl. Madrid
2005-2006,19.11.2005,Villarreal       0,-,0     Real Zaragoza
2005-2006,20.11.2005,Cadiz       0,-,1     Valencia
2005-2006,26.11.2005,Mallorca       0,-,1     Ath. Bilbao
2005-2006,27.11.2005,Real Betis       1,-,1     Cadiz
2005-2006,03.12.2005,Celta Vigo       2,-,1     Real Betis
2005-2006,04.12.2005,Cadiz       1,-,2     Real Zaragoza
2005-2006,10.12.2005,Valencia       1,-,1     Ath. Bilbao
2005-2006,11.12.2005,Real Betis       0,-,0     Espanyol
2005-2006,17.12.2005,Celta Vigo       0,-,3     Deportivo
2005-2006,18.12.2005,Villarreal       2,-,1     Getafe
2005-2006,20.12.2005,Barcelona       2,-,0     Celta Vigo
